symbol,SJ_M9,SJ_M10,SJ_M7,SJ_M8
1500012K07Rik,0.0,0.0,0.0,0.0
1500015A07Rik,1.187189,1.319201,4.724805,5.979259
1500015L24Rik,0.0,0.0,0.0,0.0
1500015O10Rik,5.054619,8.642779,21.065382,50.102278
1500026H17Rik,0.078105,0.0,0.260417,0.361536
1500035N22Rik,0.0,0.0,0.0,0.0
1520401A03Rik,0.0,0.0,0.168233,0.177877
1600002K03Rik,13.595382,7.942074,9.616048,9.546041
1600010M07Rik,6.757644,0.912262,2.216886,1.593638
1600012H06Rik,15.646423,9.713364,28.858205,26.851619
1600012P17Rik,0.0,0.0,0.0,0.0
1600014C10Rik,18.57002,11.62436,12.88592,10.990406
1600014C23Rik,0.18099,0.0,0.0,0.0
1600015I10Rik,0.0,0.0,0.0,0.0
1600017P15Rik,0.0,0.0,0.090699,0.0
1600019K03Rik,0.0,0.0,0.0,0.0
1600020E01Rik,2.763845,11.190604,19.428373,22.880330000000004
1600023N17Rik,0.131916,0.344056,0.344841,0.377246
1600025M17Rik,0.0,0.0,0.0,0.0
1600027J07Rik,0.0,0.0,0.0,0.0
1600029O15Rik,0.0,0.0,0.0,0.0
1700001C02Rik,0.0,0.0,0.0,0.0
1700001C19Rik,0.189751,0.148848,0.045006,0.168333
1700001D01Rik,0.0,0.0,0.0,0.0
1700001F09Rik,0.0,0.0,0.0,0.0
1700001G01Rik,0.0,0.0,0.0,0.0
1700001G11Rik,0.224595,1.06062,0.14464,0.0
1700001G17Rik,0.134199,0.419657,1.710006,2.986549
1700001J03Rik,0.0,0.0,0.0,0.269374
1700001J04Rik,0.0,0.0,0.0,0.0
1700001J11Rik,0.0,0.0,0.0,0.0
1700001K19Rik,0.0,0.0,0.0,0.380081
1700001L05Rik,0.501935,0.5281720000000001,0.7799259999999999,0.5528
1700001L19Rik,0.093036,0.0,0.101559,0.089829
1700001N15Rik,0.0,0.0,0.0,0.0
1700001O22Rik,0.3993879999999999,0.109106,0.4691059999999999,1.134611
1700001P01Rik,0.0,0.0,0.0,0.170326
1700003C15Rik,0.0,0.0,0.0,0.0
1700003D09Rik,0.0,0.0,0.0,0.063922
1700003E16Rik,0.564037,0.692931,0.566222,0.672396
1700003E24Rik,0.0,0.0,0.0,0.0
1700003F12Rik,3.643181,0.71135,1.821849,2.814971
1700003G13Rik,0.0,0.0,0.0,0.0
1700003G18Rik,0.0,0.0,0.0,0.089396
1700003H04Rik,0.0,0.0,0.0,0.0
1700003I16Rik,0.056962,0.047541,0.945966,1.098036
1700003I22Rik,0.0,0.0,0.0,0.0
1700003L19Rik,0.0,0.0,0.0,0.0
1700003M07Rik,0.0,0.0,0.0,0.210679
1700003N22Rik,0.0,0.0,0.212165,0.0
1700003P14Rik,0.0,0.0,0.0,0.0
1700006A11Rik,0.0,0.0,0.0,0.0
1700006F04Rik,0.0,0.0,0.0,0.0
1700006H21Rik,0.369098,0.0,0.0,0.0
1700006J14Rik,0.379212,0.056852,0.060736,0.065703
1700006P03Rik,0.0,0.0,0.0,0.0
1700007E05Rik,0.198251,0.493888,3.076404,1.997332
1700007F19Rik,0.0,0.0,0.0,0.0
1700007J10Rik,0.0,0.0,0.076168,0.083351
1700007K13Rik,0.0,0.0,0.224662,0.0
1700007L15Rik,1.208031,0.0,1.556514,1.3182269999999998
1700007M16Rik,0.0,0.0,0.0,0.0
1700007P06Rik,0.241861,0.101954,1.898781,1.955443
1700008A23Rik,0.113454,0.391296,0.0,0.0
1700008B11Rik,0.207982,0.0,0.147634,0.647764
1700008C04Rik,0.0,0.0,0.0,0.120638
1700008H02Rik,0.439713,0.398481,1.051677,2.580024
1700008J07Rik,0.759561,0.719285,1.36968,1.401974
1700008K24Rik,0.0,0.0,0.0,0.0
1700008N11Rik,0.0,0.0,0.0,0.0
1700008O03Rik,0.451047,1.299534,4.673768,1.920822
1700008P02Rik,0.0,0.0,0.0,0.0
1700009C05Rik,0.0,0.0,0.0,0.0
1700009J07Rik,0.0,0.0,0.0,0.0
1700009N14Rik,0.0,0.0,0.0,0.0
1700010B08Rik,0.0,0.0,0.0,0.0
1700010B13Rik,0.0,0.228533,0.205864,0.493681
1700010D01Rik,0.0,0.0,0.0,0.0
1700010G06Rik,0.104479,0.536191,0.141151,0.151827
1700010H22Rik,0.133139,0.0,0.821954,0.0
1700010I02Rik,0.0,0.0,0.0,0.0
1700010I14Rik,1.156169,1.319076,3.393536,2.294241
1700010J16Rik,0.0,0.0,0.0,0.0
1700010K23Rik,0.0,0.0,0.0,0.0
1700010K24Rik,0.0,0.0,0.0,0.0
1700010L04Rik,0.0,0.0,0.0,0.381543
1700010N08Rik,0.0,0.0,0.0,0.0
1700011B04Rik,0.0,0.0,0.0,0.0
1700011C11Rik,0.0,0.0,0.0,0.0
1700011D18Rik,0.0,0.0,0.0,0.0
1700011L03Rik,0.0,0.0,0.0,0.0
1700011L22Rik,0.0,0.0,0.0,0.0
1700011M02Rik,0.0,0.0,0.0,0.0
1700012A03Rik,0.0,0.0,0.0,0.0
1700012B07Rik,0.0,0.0,0.0,0.0
1700012B09Rik,0.0,0.0,0.0,0.0
1700012C08Rik,0.0,0.0,0.0,0.0
1700012C14Rik,0.0,0.0,0.0,0.0
1700012D14Rik,1.53028,0.060855,3.165396,5.428476
1700012D16Rik,0.0,0.0,0.0,0.0
1700012E03Rik,0.0,0.0,0.0,0.0
1700012I11Rik,0.0,0.0,0.0,0.0
1700012J15Rik,0.0,0.0,0.0,0.0
1700012J22Rik,0.0,0.0,0.0,0.0
1700012P22Rik,0.0,0.0,0.0,0.0
1700013A02Rik,0.0,0.0,0.0,0.0
1700013D24Rik,0.0,0.0,0.0,0.0
1700013F07Rik,0.501541,0.53309,1.260286,1.805562
1700013G24Rik,0.0,0.0,0.0,0.0
1700013H16Rik,0.0,0.0,0.0,0.0
1700013M08Rik,0.0,0.0,0.0,0.0
1700013N06Rik,0.0,0.0,0.0,0.0
1700014D04Rik,0.0,0.0,0.020598,0.0
1700014F14Rik,0.0,0.0,0.0,0.0
1700014L14Rik,0.0,0.0,0.0,0.0
1700015C15Rik,0.0,0.0,0.0,0.0
1700015C17Rik,0.0,0.0,0.0,0.0
1700015F17Rik,0.0,0.0,0.0,0.0
1700015G11Rik,0.0,0.0,0.0,0.0
1700015H07Rik,0.0,0.0,0.0,0.0
1700015I17Rik,0.163727,0.579212,0.745894,0.67485
1700015O11Rik,0.0,0.0,0.0,0.0
1700016A09Rik,0.137217,0.0,0.085439,0.199226
1700016B01Rik,0.0,0.0,0.0,0.0
1700016B15Rik,0.174964,0.0,0.111799,0.0
1700016C15Rik,0.0,0.0,0.0,0.0
1700016D06Rik,0.0,0.0,0.0,0.0
1700016D08Rik,0.358229,0.0,0.476779,0.448888
1700016F12Rik,0.258458,0.0,0.0,0.0
1700016G22Rik,0.0,0.0,0.0,0.0
1700016H03Rik,0.0,0.0,0.0,0.0
1700016H13Rik,0.126411,0.0,0.139563,0.05897
1700016J18Rik,0.0,0.0,0.0,0.0
1700016K05Rik,0.0,0.0,0.0,0.0
1700016K19Rik,0.0,0.0,0.070607,0.237237
1700016L21Rik,0.0,0.0,0.0,0.0
1700016P03Rik,0.0,0.0,0.0,0.0
1700016P04Rik,0.0,0.0,0.0,0.0
1700017B05Rik,49.59246,35.585916,34.932821,23.725258000000004
1700017D01Rik,0.0,0.0,0.0,0.0
1700017G19Rik,0.0,0.0,0.0,0.033923
1700017I07Rik,0.0,0.0,0.0,0.0
1700017J07Rik,0.0,0.0,0.0,0.0
1700017L05Rik,0.0,0.0,0.0,0.0
1700017M07Rik,0.193838,0.0,0.08715,0.092097
1700017N19Rik,0.0,0.0,0.0,0.0
1700018A04Rik,0.0,0.158018,0.0,0.0
1700018A14Rik,0.0,0.0,0.130619,0.0
1700018A23Rik,0.0,0.0,2.130937,0.37945
1700018B08Rik,0.0,0.0,0.0,0.0
1700018B24Rik,0.0,0.0,0.0,0.0
1700018F24Rik,0.0,0.0,0.0,0.0
1700018G05Rik,0.0,0.0,0.0,0.0
1700018L02Rik,0.626107,0.539704,1.702999,1.740278
1700018M17Rik,0.0,0.0,0.0,0.0
1700018P08Rik,0.0,0.0,0.0,0.0
1700019A02Rik,0.0,0.0,0.0,0.162288
1700019A23Rik,0.0,0.0,0.0,0.0
1700019C18Rik,0.0,0.0,0.0,0.0
1700019D03Rik,0.0,0.0,0.401574,0.420585
1700019E08Rik,0.0,0.0,0.0,0.0
1700019F05Rik,0.0,0.0,0.0,0.0
1700019G24Rik,0.0,0.0,0.0,0.0
1700019J19Rik,0.0,0.0,0.0,0.0
1700019L13Rik,0.245355,0.127883,0.45698,0.8444339999999999
1700019M22Rik,0.0,0.0,0.0,0.0
1700019N19Rik,0.061516,0.105049,0.17385,0.0
1700019P21Rik,0.0,0.0,0.0,0.0
1700020A23Rik,0.0,0.0,0.243215,0.0
1700020D05Rik,0.287993,0.455892,3.367296,3.214919
1700020D12Rik,0.0,0.0,0.0,0.0
1700020G03Rik,0.0,0.0,0.0,0.0
1700020G17Rik,0.0,0.0,0.0,0.0
1700020I14Rik,25.972764,15.053173,37.673019,35.328794
1700020L24Rik,1.802821,2.26962,2.796667,8.321009
1700020M21Rik,0.0,0.0,0.0,0.0
1700020N01Rik,0.0,0.0,0.0,0.0
1700020N15Rik,0.0,0.0,0.0,0.0
1700020N18Rik,0.0,0.0,0.0,0.0
1700021A07Rik,0.0,0.0,0.0,0.0
1700021F02Rik,0.0,0.0,0.0,0.0
1700021F05Rik,18.344085,16.769457,15.140162,19.98368
1700021F07Rik,0.0,0.0,0.0,0.0
1700021F13Rik,0.0,0.0,0.0,0.0
1700021G15Rik,0.0,0.0,0.0,0.0
1700021J08Rik,0.0,0.0,4.624416,8.597241
1700021L23Rik,0.0,0.0,0.0,0.0
1700021N21Rik,0.0,0.366035,0.0,0.0
1700021P04Rik,0.0,0.0,0.0,0.0
1700022A21Rik,0.0,0.0,0.0,0.0
1700022A22Rik,0.0,0.0,0.0,0.0
1700022E09Rik,0.0,0.0,0.0,0.0
1700022H01Rik,0.0,0.0,0.0,0.0
1700022H16Rik,0.0,0.0,0.0,0.0
1700022I11Rik,0.063904,0.105507,0.172571,0.3199579999999999
1700022N22Rik,0.487939,0.0,0.779256,1.269328
1700023C21Rik,0.0,0.0,0.0,0.0
1700023F02Rik,0.745621,0.0,0.0,0.0
1700023F06Rik,0.04752,0.0,0.0,0.463147
1700023G09Rik,0.0,0.0,0.0,0.065784
1700023H06Rik,0.312051,0.265722,0.407317,0.790029
1700024B05Rik,0.134553,0.464369,3.151697,2.673628
1700024B18Rik,0.0,0.0,0.0,0.0
1700024G13Rik,0.0,0.0,0.0,0.0
1700024I08Rik,0.0,0.0,0.0,0.0
1700024J04Rik,0.0,0.149719,0.387736,0.641207
1700024P04Rik,0.0,0.0,0.0,0.0
1700025A08Rik,0.0,0.0,0.0,0.0
1700025B11Rik,0.0,0.0,0.0,0.0
1700025C18Rik,0.0,0.0,0.0,0.0
1700025D23Rik,0.0,0.0,0.0,0.0
1700025F22Rik,0.0,0.0,0.0,0.0
1700025F24Rik,0.0,0.0,0.0,0.0
1700025G04Rik,11.51864,7.835006,10.611047,12.45877
1700025H01Rik,0.0,0.0,1.6309,1.181579
1700025J12Rik,0.0,0.0,0.0,0.0
1700025K04Rik,0.0,0.0,0.0,0.0
1700025K24Rik,0.0,0.0,0.0,0.0
1700025L06Rik,0.0,0.0,0.0,0.0
1700025M24Rik,0.0,0.0,0.0,0.0
1700025N21Rik,0.0,0.917962,0.0,0.0
1700025N23Rik,0.0,0.0,0.1065,0.0
1700025O08Rik,0.0,0.0,0.0,0.0
1700026D11Rik,0.0,0.0,0.0,0.0
1700026F02Rik,0.0,0.0,0.0,0.0
1700026J12Rik,0.0,0.0,0.0,0.0
1700026J14Rik,0.0,0.0,0.118888,0.0
1700026N04Rik,0.0,0.0,0.131398,0.439644
1700027A07Rik,0.405734,0.0,0.0,0.907114
1700027A15Rik,0.0,0.0,0.0,0.0
1700027F06Rik,0.0,0.0,0.0,0.0
1700027F09Rik,0.0,0.0,0.0,0.0
1700027H10Rik,0.0,0.0,0.0,0.0
1700027I24Rik,0.0,0.0,0.183465,0.0
1700027J07Rik,0.0,0.0,0.0,0.0
1700028B04Rik,0.0,0.0,0.0,0.0
1700028D13Rik,0.0,0.0,0.0,0.0
1700028E10Rik,0.192191,0.515547,0.4124529999999999,0.370985
1700028I16Rik,0.0,0.110171,0.314207,0.0
1700028J19Rik,0.667926,0.11962,0.265147,0.645775
1700028K03Rik,0.0,0.153355,0.051719,0.055
1700028M03Rik,0.0,0.0,0.272483,1.45125
1700028N14Rik,0.0,0.0,0.0,0.0
1700028P14Rik,0.071629,0.0,0.0,0.103299
1700028P15Rik,0.0,0.0,0.0,0.0
1700029B22Rik,0.0,0.0,0.0,0.0
1700029B24Rik,0.0,0.0,0.0,0.0
1700029E06Rik,0.0,0.0,0.0,0.0
1700029F12Rik,0.0,0.0,0.0,0.0
1700029H14Rik,0.472334,0.224263,0.65425,1.108181
1700029I15Rik,0.81689,1.420589,7.805738,12.699946
1700029J03Rik,0.0,0.0,0.0,0.0
1700029J07Rik,0.35481,0.650301,1.257446,1.522575
1700029M03Rik,0.0,0.0,0.0,0.0
1700029M20Rik,0.0,0.0,0.0,0.028229
1700029N11Rik,0.0,0.0,0.0,0.0
1700029P11Rik,0.06138,0.106584,0.079885,0.175372
1700030A11Rik,0.0,0.0,0.0,0.0
1700030C10Rik,0.171558,0.0,0.132141,0.0
1700030C12Rik,0.0,0.0,1.227822,0.520735
1700030C14Rik,0.0,0.0,0.0,0.0
1700030E10Rik,0.0,0.0,0.0,0.0
1700030F04Rik,0.0,0.0,0.0,0.0
1700030I03Rik,0.0,0.0,0.0,0.0
1700030J22Rik,0.674067,0.233007,0.702896,0.665762
1700030K09Rik,4.100704,3.615279,10.256131,9.072395
1700030L20Rik,0.0,0.0,0.0,0.0
1700030L22Rik,0.0,0.0,0.0,0.0
1700030M09Rik,0.0,0.0,0.0,0.0
1700030N03Rik,0.203022,0.0,1.139906,0.0
1700030N18Rik,0.0,0.0,0.0,0.0
1700030O20Rik,0.0,0.0,0.0,0.0
1700031A10Rik,0.0,0.0,0.0,0.0
1700031F05Rik,0.0,0.0,0.0,0.0
1700031F10Rik,0.0,0.0,0.0,0.0
1700031L13Rik,0.0,0.0,0.0,0.0
1700031M16Rik,0.0,0.0,0.0,0.0
1700031P21Rik,0.0,0.0,0.0,0.0
1700034B16Rik,0.0,0.0,0.0,0.0
1700034E13Rik,0.0,0.0,0.0,0.0
1700034G24Rik,0.0,0.0,0.0,0.0
1700034H15Rik,0.100359,0.011464,0.071894,0.079572
1700034I23Rik,0.025043,0.097214,0.099313,0.2148
1700034J04Rik,0.0,0.0,0.0,0.0
1700034J05Rik,0.0819,0.061909,0.0,0.0
1700034K08Rik,0.0,0.0,0.0,0.0
1700034P13Rik,0.528124,0.060917,0.599711,0.451559
1700036A12Rik,0.0,0.0,0.0,0.0
1700036G14Rik,0.0,0.0,0.0,0.0
1700036O09Rik,0.0,0.0,0.0,0.0
1700037C06Rik,0.0,0.151006,0.0,0.0
1700037C18Rik,4.407407,2.565438,6.342064,6.080239
1700037F03Rik,0.0,0.0,0.0,0.0
1700037F24Rik,0.0,0.0,0.0,0.092913
1700037H04Rik,48.88009,36.799588,51.85491299999999,41.168841
1700039E22Rik,0.0,0.0,0.0,0.0
1700039I01Rik,0.0,0.0,0.0,0.0
1700039M10Rik,0.0,0.0,0.0,0.284117
1700039M15Rik,0.0,0.0,0.0,0.0
1700040D17Rik,0.241017,0.0,0.104416,0.0
1700040E09Rik,0.0,0.0,0.0,0.0
1700040F15Rik,0.0,0.0,0.0,0.0
1700040F17Rik,0.0,0.0,0.0,0.0
1700040K01Rik,0.0,0.0,0.0,0.0
1700040L08Rik,0.0,0.0,0.0,0.0
1700041B01Rik,0.0,0.0,0.0,0.0
1700041C23Rik,0.0,0.0,0.0,0.0
1700041G16Rik,0.029512,0.5789,0.266732,0.210747
1700041I07Rik,0.0,0.0,0.0,0.0
1700041M05Rik,0.0,0.0,0.0,0.0
1700041M19Rik,0.0,0.0,0.0,0.0
1700042D02Rik,0.0,0.0,0.0,0.0
1700042G07Rik,0.0,0.0,0.0,0.0
1700042G15Rik,0.0,0.0,0.0,0.0
1700042O05Rik,0.0,0.0,0.0,0.0
1700042O10Rik,0.184638,0.364089,0.57739,0.440463
1700044C05Rik,0.0,0.0,0.0,0.0
1700044K03Rik,0.0,0.0,0.0,0.0
1700045H11Rik,0.0,0.0,0.0,0.0
1700045I11Rik,0.0,0.0,0.0,0.0
1700046C09Rik,0.0,0.0,0.0,0.0
1700047A11Rik,0.0,0.0,0.0,0.0
1700047E10Rik,0.0,0.0,0.0,0.0
1700047F07Rik,0.0,0.0,0.0,0.0
1700047G03Rik,0.0,0.0,0.0,0.0
1700047G07Rik,0.903737,1.136438,1.831556,1.53207
1700047I17Rik2,0.0,0.0,0.0,0.0
1700047K16Rik,0.157763,0.0,0.514964,0.67163
1700047L14Rik,0.0,0.0,0.0,0.0
1700047M11Rik,0.0,0.081225,0.0,0.100734
1700047N06Rik,0.0,0.0,0.0,0.0
1700047O18Rik,0.0,0.0,0.0,0.0
1700048F04Rik,0.0,0.0,0.0,0.0
1700048M11Rik,0.0,0.0,0.28351,0.0
1700048O20Rik,0.928231,0.548193,0.089408,0.227521
1700048P04Rik,0.0,0.0,0.0,0.0
1700049E15Rik,0.0,0.0,0.0,0.0
1700049E17Rik1,0.0,0.0,0.0,0.0
1700049E17Rik2,0.0,0.0,0.147604,0.114108
1700049E22Rik,0.0,0.0,0.0,0.0
1700049J03Rik,0.0,0.0,0.313243,0.342854
1700049L16Rik,0.0,0.0,0.0,0.0
1700051A21Rik,0.0,0.0,0.0,0.0
1700051K13Rik,0.0,0.0,0.0,0.152135
1700051O22Rik,0.920804,0.406336,0.0,0.162181
1700052H01Rik,0.0,0.0,0.0,0.0
1700052I22Rik,0.0,0.0,0.0,0.0
1700052K11Rik,1.905829,2.369596,5.859537,4.141713
1700054A03Rik,0.0,0.0,0.458454,0.0
1700054K02Rik,0.0,0.0,0.0,0.0
1700054K19Rik,0.0,0.0,0.0,0.0
1700054M17Rik,0.0,0.0,0.0,0.0
1700054O05Rik,0.0,0.115399,0.0,0.0
1700054O19Rik,0.330673,1.048706,0.745807,0.570342
1700055C04Rik,0.0,0.0,0.0,0.0
1700055D18Rik,0.410588,0.0,0.475413,1.000418
1700056E22Rik,2.274314,1.748173,0.951106,1.635082
1700056N10Rik,0.065631,0.716098,1.079346,0.863147
1700057G04Rik,0.0,0.0,0.0,0.0
1700057H15Rik,0.0,0.0,0.0,0.0
1700057H21Rik,0.0,0.0,0.0,0.0
1700058P15Rik,3.256847,0.393879,10.069567,7.836491
1700060C16Rik,0.0,0.0,0.0,0.0
1700060C20Rik,0.0,0.0,0.0,0.0
1700060J05Rik,0.209278,0.399696,0.603225,1.641377
1700060O08Rik,0.0,0.0,0.0,0.0
1700061E17Rik,0.0,0.0,0.083395,0.0
1700061E18Rik,0.0,0.0,0.0,0.0
1700061F12Rik,0.0,0.0,0.0,0.0
1700061G19Rik,0.13601,0.324422,0.102522,0.171197
1700061H18Rik,0.0,0.0,0.0,0.0
1700061I17Rik,0.0,0.0,0.0,0.0
1700061J23Rik,0.0,0.0,0.0,0.0
1700061N14Rik,0.0,0.0,0.0,0.0
1700062C10Rik,0.0,0.0,0.0,0.0
1700063A18Rik,0.0,0.0,0.0,0.0
1700063D05Rik,0.498717,0.476549,2.066945,2.77145
1700063H04Rik,0.0,0.0,0.0,0.0
1700063H06Rik,0.0,0.0,0.0,0.0
1700063I16Rik,0.0,0.0,0.0,0.0
1700063K16Rik,0.0,0.0,0.0,0.0
1700063O14Rik,0.0,0.0,0.0,0.0
1700064H15Rik,0.0,0.0,1.868078,0.0
1700064J06Rik,0.0,0.0,0.0,0.0
1700064M15Rik,0.0,0.0,0.0,0.0
1700065D16Rik,0.406541,0.015672,0.071758,0.076561
1700065I16Rik,0.0,0.0,0.0,0.0
1700065J11Rik,0.0,0.0,0.0,0.0
1700065J18Rik,0.0,0.0,0.0,0.0
1700065L07Rik,0.0,0.0,0.0,0.0
1700065O20Rik,0.0,0.0,0.0,0.0
1700066B17Rik,0.0,0.0,0.0,0.0
1700066B19Rik,0.177134,0.133218,0.060045,0.0
1700066C05Rik,0.0,0.0,0.0,0.0
1700066J03Rik,0.0,1.132322,1.431887,0.313107
1700066M21Rik,4.024781,3.39981,9.103641,10.953327
1700066N21Rik,0.0,0.0,0.0,0.0
1700066O22Rik,0.0,0.0,0.130806,0.139351
1700067G17Rik,0.0,0.0,0.0,0.427695
1700067K01Rik,0.364785,0.0,1.958497,2.096362
1700067P10Rik,0.0,0.0,0.0,0.0
1700069B07Rik,0.644661,0.148075,1.078875,0.612008
1700069L16Rik,0.0,0.0,0.0,0.0
1700069P05Rik,0.0,0.0,0.0,0.0
1700071G01Rik,0.0,0.0,0.0,0.0
1700071K01Rik,0.078794,0.068245,0.1059,0.0
1700071M16Rik,1.582304,0.170332,0.126157,0.147381
1700072B07Rik,0.0,0.0,0.0,0.0
1700072G22Rik,0.0,0.0,0.0,0.0
1700072O05Rik,0.0,0.0,0.0,0.0
1700073E17Rik,0.0,0.0,0.120313,0.0
1700074A21Rik,0.0,0.0,0.0,0.0
1700074H08Rik,0.0,0.0,0.0,0.438013
1700074P13Rik,0.0,0.0,0.0,0.0
1700080E11Rik,0.0,0.0,0.0,0.0
1700080G11Rik,0.0,0.0,0.301635,0.674551
1700080N15Rik,0.0,0.0,0.0,0.0
1700080O16Rik,0.0,0.0,0.0,0.0
1700081B01Rik,0.0,0.0,0.0,0.0
1700081H04Rik,0.0,0.0,0.0,0.0
1700081N11Rik,0.0,0.0,0.491646,1.644713
1700082M22Rik,0.079768,0.03398,0.152192,0.106877
1700083H02Rik,0.0,0.0,0.0,0.0
1700084C06Rik,0.0,0.0,0.0,0.144496
1700084D21Rik,0.0,0.0,0.0,0.0
1700084E18Rik,0.290296,0.0,1.033948,1.25534
1700084F23Rik,0.0,0.0,0.0,0.0
1700084J12Rik,0.0,0.0,0.156441,0.0
1700084M14Rik,0.0,0.0,0.0,0.0
1700085C21Rik,0.0,0.0,0.0,0.0
1700085D07Rik,0.0,0.0,0.0,0.0
1700086D15Rik,0.0,0.0,0.0,0.0
1700086L19Rik,0.0,0.0,0.0,0.0
1700086O06Rik,1.508158,1.932198,6.216114,6.946591
1700086P04Rik,0.39409,0.0,1.054771,0.564485
1700087M22Rik,0.0,0.0,0.0,0.0
1700088E04Rik,1.100706,3.460427,5.215383,6.234491
1700091H14Rik,0.179145,0.07486,0.639407,0.459522
1700092C02Rik,0.0,0.0,0.0,0.0
1700092C10Rik,0.0,0.0,0.0,0.0
1700092C17Rik,0.0,0.0,0.0,0.0
1700092E16Rik,0.0,0.0,0.0,0.0
1700092E19Rik,0.0,0.0,0.0,0.0
1700092K14Rik,0.0,0.0,0.0,0.0
1700092M07Rik,0.859092,0.15362,0.23168,0.772529
1700093K21Rik,0.0,0.34536,0.0,0.16735
1700094J05Rik,0.0,0.0,0.087637,0.0
1700094M23Rik,0.0,0.0,0.0,0.0
1700094M24Rik,0.0,0.0,0.0,0.0
1700095A13Rik,0.0,0.0,0.0,0.0
