gene,IRRP1,IRRP2,IRRP3,RP1,RP2,RP3,V1,V2,V3
ENSMUSG00000082348,0,0,0,0,0,0,0,5,0
ENSMUSG00000082350,0,0,0,0,0,0,0,0,0
ENSMUSG00000082351,0,0,0,0,0,0,0,0,0
ENSMUSG00000082352,0,0,0,0,0,0,0,0,0
ENSMUSG00000082353,0,0,0,0,0,0,0,0,0
ENSMUSG00000082354,0,0,0,0,0,0,0,0,0
ENSMUSG00000082356,0,0,0,0,0,0,0,0,0
ENSMUSG00000082357,0,0,1,1,0,1,2,0,0
ENSMUSG00000082358,0,0,0,0,0,0,0,0,0
ENSMUSG00000082359,0,0,0,0,0,0,0,0,0
ENSMUSG00000082360,0,0,0,0,3,0,0,0,0
ENSMUSG00000082361,19,47,34,51,14,46,10,3,3
ENSMUSG00000082362,0,0,0,0,1,0,0,0,0
ENSMUSG00000082363,0,0,0,0,0,0,0,0,0
ENSMUSG00000082364,0,0,0,0,0,1,0,0,0
ENSMUSG00000082365,0,0,0,0,0,0,0,3,0
ENSMUSG00000082367,4,1,0,0,0,0,0,0,0
ENSMUSG00000082368,0,0,0,0,0,0,0,0,0
ENSMUSG00000082369,0,0,0,0,0,0,0,0,0
ENSMUSG00000082370,0,0,0,0,0,0,0,0,0
ENSMUSG00000082371,0,0,0,0,0,0,0,0,0
ENSMUSG00000082372,0,0,0,0,0,0,0,0,0
ENSMUSG00000082373,0,0,0,0,0,0,0,0,0
ENSMUSG00000082374,0,2,0,0,0,0,0,0,0
ENSMUSG00000082375,0,0,0,2,5,0,0,0,0
ENSMUSG00000082376,0,2,0,0,0,0,0,0,0
ENSMUSG00000082377,1,1,2,3,3,4,0,2,0
ENSMUSG00000082378,0,0,0,0,0,0,0,0,0
ENSMUSG00000082379,0,0,0,0,0,0,0,0,0
ENSMUSG00000082380,0,0,0,0,0,0,0,0,0
ENSMUSG00000082381,0,21,33,18,0,0,0,0,0
ENSMUSG00000082382,0,0,0,0,0,0,0,0,0
ENSMUSG00000082383,2,9,5,1,3,4,0,5,9
ENSMUSG00000082388,0,0,0,0,2,0,0,0,0
ENSMUSG00000082389,0,0,0,0,0,0,0,0,0
ENSMUSG00000082390,0,5,2,0,4,1,0,5,3
ENSMUSG00000082392,0,0,0,0,0,0,0,0,0
ENSMUSG00000082393,0,0,0,0,0,0,0,0,0
ENSMUSG00000082394,0,0,2,4,0,0,0,3,0
ENSMUSG00000082395,0,2,0,1,0,1,0,0,0
ENSMUSG00000082396,0,2,3,0,0,0,3,1,0
ENSMUSG00000082397,0,0,0,0,0,0,0,0,0
ENSMUSG00000082398,0,0,0,2,0,0,0,0,0
ENSMUSG00000082399,0,0,0,0,0,0,0,0,0
ENSMUSG00000082400,0,0,0,0,0,0,0,0,0
ENSMUSG00000082402,1,0,0,0,3,1,0,0,0
ENSMUSG00000082403,0,0,0,0,0,0,0,0,0
ENSMUSG00000082404,0,0,1,0,0,0,0,0,0
ENSMUSG00000082405,0,0,0,0,0,0,0,0,0
ENSMUSG00000082406,0,0,0,0,0,0,0,0,0
ENSMUSG00000082407,0,0,0,0,0,0,0,0,0
ENSMUSG00000082408,0,0,1,0,0,0,0,0,0
ENSMUSG00000082410,0,0,0,0,0,0,0,0,0
ENSMUSG00000082411,0,0,0,0,0,0,0,0,0
ENSMUSG00000082412,0,0,0,0,0,0,0,0,0
ENSMUSG00000082413,0,0,0,0,0,0,0,2,0
ENSMUSG00000082414,0,0,0,0,0,0,0,5,11
ENSMUSG00000082415,0,0,0,0,0,0,0,0,0
ENSMUSG00000082416,0,0,0,2,0,0,0,0,0
ENSMUSG00000082417,0,0,0,0,0,0,0,0,0
ENSMUSG00000082418,0,0,0,0,0,0,0,0,0
ENSMUSG00000082419,0,7,7,1,3,0,3,3,2
ENSMUSG00000082420,0,0,0,0,0,0,1,1,0
ENSMUSG00000082421,0,0,0,0,0,0,0,0,0
ENSMUSG00000082422,0,0,0,0,0,0,0,0,0
ENSMUSG00000082423,0,0,0,0,0,0,0,0,0
ENSMUSG00000082424,0,0,0,0,0,0,0,0,5
ENSMUSG00000082426,0,0,0,0,0,0,0,0,0
ENSMUSG00000082427,0,0,0,0,0,0,0,0,0
ENSMUSG00000082428,0,0,0,0,0,0,0,0,0
ENSMUSG00000082429,0,5,1,0,0,1,0,0,2
ENSMUSG00000082431,0,0,1,0,0,0,3,0,0
ENSMUSG00000082432,0,0,0,0,0,0,0,0,0
ENSMUSG00000082433,0,0,0,0,0,0,0,0,0
ENSMUSG00000082435,0,0,0,0,0,0,0,0,0
ENSMUSG00000082436,1,3,6,10,7,8,4,17,3
ENSMUSG00000082437,0,0,0,0,0,0,0,0,0
ENSMUSG00000082440,0,0,0,0,0,0,0,0,0
ENSMUSG00000082442,0,0,0,0,0,0,0,0,0
ENSMUSG00000082443,0,0,0,0,0,0,0,0,0
ENSMUSG00000082444,0,0,0,0,0,0,0,0,0
ENSMUSG00000082446,0,0,0,0,0,0,0,0,0
ENSMUSG00000082447,0,0,0,0,0,0,0,0,0
ENSMUSG00000082448,0,0,0,0,0,0,0,0,0
ENSMUSG00000082449,0,0,0,0,0,0,0,0,0
ENSMUSG00000082450,2,3,0,0,2,0,0,20,5
ENSMUSG00000082451,0,0,0,0,0,0,0,0,0
ENSMUSG00000082453,0,0,0,0,0,0,0,0,0
ENSMUSG00000082454,0,2,3,1,1,4,2,2,3
ENSMUSG00000082455,0,0,0,0,0,0,0,0,0
ENSMUSG00000082456,0,0,0,0,0,0,0,0,0
ENSMUSG00000082457,0,3,0,4,5,4,1,0,0
ENSMUSG00000082458,0,0,0,0,0,0,0,0,1
ENSMUSG00000082459,0,0,0,0,0,0,0,0,0
ENSMUSG00000082460,0,0,0,0,0,0,0,0,0
ENSMUSG00000082461,0,0,0,0,0,0,0,0,0
ENSMUSG00000082462,0,0,0,0,0,0,0,0,0
ENSMUSG00000082463,0,2,1,0,0,0,0,0,0
ENSMUSG00000082464,0,0,0,0,0,0,0,0,0
ENSMUSG00000082465,2,0,1,3,2,1,0,2,0
ENSMUSG00000082467,0,0,0,0,0,0,0,0,0
ENSMUSG00000082468,0,0,0,0,0,0,0,0,0
ENSMUSG00000082472,0,0,0,0,0,0,0,0,0
ENSMUSG00000082473,0,0,0,0,0,0,0,0,0
ENSMUSG00000082474,0,2,3,2,1,3,0,0,0
ENSMUSG00000082475,0,1,0,0,0,0,0,0,1
ENSMUSG00000082476,0,0,0,0,0,0,0,0,0
ENSMUSG00000082478,0,0,0,0,0,0,0,0,0
ENSMUSG00000082479,0,0,0,0,0,0,0,0,0
ENSMUSG00000082480,9,0,0,0,0,0,5,0,0
ENSMUSG00000082481,1,0,0,1,0,0,0,0,1
ENSMUSG00000082482,0,0,0,0,0,0,0,0,0
ENSMUSG00000082483,0,0,0,0,3,0,0,0,0
ENSMUSG00000082484,1,2,0,1,1,4,0,0,0
ENSMUSG00000082485,0,0,0,0,0,0,0,0,0
ENSMUSG00000082486,0,0,0,0,0,0,0,0,0
ENSMUSG00000082487,0,0,0,0,0,0,0,1,1
ENSMUSG00000082488,0,0,0,0,0,0,0,0,0
ENSMUSG00000082489,0,0,0,0,0,0,0,0,0
ENSMUSG00000082490,0,0,0,0,0,0,0,0,0
ENSMUSG00000082491,0,1,0,0,0,0,0,0,0
ENSMUSG00000082492,0,0,0,0,0,0,0,0,0
ENSMUSG00000082494,0,0,0,0,0,0,0,0,0
ENSMUSG00000082495,0,0,0,0,0,0,0,0,0
ENSMUSG00000082496,0,0,0,0,0,0,0,0,0
ENSMUSG00000082497,0,0,0,0,0,0,0,0,0
ENSMUSG00000082498,0,1,0,0,0,3,0,0,0
ENSMUSG00000082499,0,0,0,0,0,1,1,0,0
ENSMUSG00000082500,0,0,0,0,0,0,0,0,0
ENSMUSG00000082501,0,0,0,0,0,0,0,0,0
ENSMUSG00000082502,0,0,0,0,0,0,0,0,0
ENSMUSG00000082503,0,0,1,1,1,0,0,0,0
ENSMUSG00000082504,0,0,0,0,0,0,0,0,0
ENSMUSG00000082505,0,0,0,0,0,0,0,0,0
ENSMUSG00000082507,0,0,0,4,1,5,0,1,2
ENSMUSG00000082508,0,0,1,0,0,0,0,0,0
ENSMUSG00000082510,0,0,0,0,0,0,0,0,0
ENSMUSG00000082511,0,0,0,0,0,0,0,0,0
ENSMUSG00000082512,0,0,0,0,0,0,0,0,0
ENSMUSG00000082513,0,0,0,0,0,0,0,0,0
ENSMUSG00000082514,0,0,0,0,0,0,0,0,0
ENSMUSG00000082515,0,1,2,0,0,1,1,1,5
ENSMUSG00000082516,0,0,0,0,0,0,0,0,0
ENSMUSG00000082517,0,0,0,0,0,0,0,0,0
ENSMUSG00000082519,0,0,0,0,0,0,1,0,0
ENSMUSG00000082520,0,1,0,0,0,0,0,0,0
ENSMUSG00000082523,0,0,0,0,0,0,0,0,0
ENSMUSG00000082524,0,0,0,0,0,0,0,0,0
ENSMUSG00000082526,0,0,0,0,0,0,0,0,0
ENSMUSG00000082527,0,0,0,0,0,0,0,0,0
ENSMUSG00000082528,0,0,0,0,0,0,0,0,0
ENSMUSG00000082529,0,0,0,0,0,0,0,0,0
ENSMUSG00000082530,2,0,0,0,1,0,0,0,0
ENSMUSG00000082531,0,0,0,0,0,0,0,0,0
ENSMUSG00000082532,0,1,1,0,0,0,1,0,0
ENSMUSG00000082533,0,0,0,0,0,0,0,0,0
ENSMUSG00000082534,0,0,0,0,0,0,0,0,0
ENSMUSG00000082535,1,2,6,1,4,7,0,6,3
ENSMUSG00000082536,5,12,5,2,4,4,6,11,7
ENSMUSG00000082537,0,0,0,0,0,0,0,0,0
ENSMUSG00000082538,0,0,0,0,0,0,0,0,0
ENSMUSG00000082539,0,0,0,0,0,0,0,0,0
ENSMUSG00000082540,0,0,0,0,0,0,0,0,0
ENSMUSG00000082541,0,0,0,0,0,0,0,0,0
ENSMUSG00000082542,0,0,1,0,0,0,0,0,1
ENSMUSG00000082543,0,0,0,0,0,1,0,0,0
ENSMUSG00000082544,0,0,0,2,0,2,0,1,0
ENSMUSG00000082545,0,0,0,0,0,0,0,0,0
ENSMUSG00000082546,0,0,0,0,0,0,0,0,0
ENSMUSG00000082547,0,0,0,0,0,0,0,0,0
ENSMUSG00000082548,0,0,0,0,0,0,0,0,0
ENSMUSG00000082549,0,0,0,0,0,0,0,0,0
ENSMUSG00000082550,0,0,0,1,0,0,2,0,0
ENSMUSG00000082551,0,0,0,0,0,0,0,0,0
ENSMUSG00000082552,0,0,0,0,0,0,0,0,0
ENSMUSG00000082553,0,0,0,0,0,0,0,0,0
ENSMUSG00000082554,0,0,0,0,0,0,0,0,0
ENSMUSG00000082555,0,0,0,0,0,0,0,0,0
ENSMUSG00000082556,0,0,0,0,0,0,0,0,0
ENSMUSG00000082558,0,0,0,0,0,0,0,0,0
ENSMUSG00000082560,0,0,0,0,0,0,0,0,0
ENSMUSG00000082561,0,0,0,1,0,0,0,0,0
ENSMUSG00000082562,0,0,0,0,0,0,0,0,0
ENSMUSG00000082563,0,0,0,0,0,0,0,0,0
ENSMUSG00000082564,0,0,0,0,0,0,0,0,0
ENSMUSG00000082565,0,0,0,0,0,0,0,0,0
ENSMUSG00000082566,0,0,0,0,0,0,0,0,0
ENSMUSG00000082567,0,0,0,0,0,0,0,0,0
ENSMUSG00000082569,0,0,0,0,0,0,0,0,0
ENSMUSG00000082570,0,4,1,0,0,0,0,0,0
ENSMUSG00000082571,0,0,0,0,0,0,0,0,0
ENSMUSG00000082573,0,0,0,0,0,0,0,0,0
ENSMUSG00000082574,0,0,0,0,0,0,0,0,0
ENSMUSG00000082575,0,1,0,0,0,0,0,1,0
ENSMUSG00000082576,3,0,1,0,0,1,0,0,2
ENSMUSG00000082577,0,0,0,0,0,0,0,0,0
ENSMUSG00000082578,0,0,0,0,0,0,0,0,0
ENSMUSG00000082579,0,0,0,0,0,0,0,1,0
ENSMUSG00000082580,0,0,0,0,0,0,0,0,0
ENSMUSG00000082581,0,0,0,0,0,0,0,0,0
ENSMUSG00000082583,0,0,0,0,0,0,0,0,0
ENSMUSG00000082584,0,0,0,0,0,0,0,0,0
ENSMUSG00000082585,0,1223,1349,1502,1434,1380,1699,1942,1185
ENSMUSG00000082586,0,0,0,0,0,0,0,0,0
ENSMUSG00000082587,0,0,0,0,0,0,0,0,0
ENSMUSG00000082588,0,2,2,13,17,13,0,19,11
ENSMUSG00000082589,0,0,0,0,0,0,0,0,0
ENSMUSG00000082590,0,0,0,0,0,0,0,0,0
ENSMUSG00000082591,0,0,0,0,0,0,0,0,0
ENSMUSG00000082592,0,1,0,0,0,0,0,0,0
ENSMUSG00000082593,6,10,22,133,39,141,8,29,31
ENSMUSG00000082594,0,0,0,0,0,0,0,0,0
ENSMUSG00000082595,0,0,0,0,0,0,0,0,0
ENSMUSG00000082596,0,0,3,1,1,0,0,0,2
ENSMUSG00000082597,0,0,0,0,0,0,0,0,0
ENSMUSG00000082598,0,0,0,0,0,0,0,0,0
ENSMUSG00000082599,0,0,0,0,0,0,0,0,0
ENSMUSG00000082600,0,0,0,0,1,3,0,0,2
ENSMUSG00000082601,0,0,0,0,0,0,0,0,0
ENSMUSG00000082602,0,0,0,0,0,0,0,0,0
ENSMUSG00000082604,1,0,0,0,3,0,0,0,0
ENSMUSG00000082605,0,0,0,0,0,1,0,0,0
ENSMUSG00000082606,0,0,0,0,0,0,0,0,0
ENSMUSG00000082607,0,0,0,0,0,0,0,0,0
ENSMUSG00000082608,0,0,0,0,0,0,0,0,0
ENSMUSG00000082609,0,0,0,0,0,0,0,0,0
ENSMUSG00000082610,0,0,0,0,0,0,0,0,0
ENSMUSG00000082611,0,0,0,0,0,0,0,0,0
ENSMUSG00000082612,0,0,0,0,0,0,0,0,0
ENSMUSG00000082613,0,0,0,0,0,0,0,0,0
ENSMUSG00000082614,0,0,0,0,0,0,0,0,0
ENSMUSG00000082615,0,0,0,0,0,0,0,0,0
ENSMUSG00000082616,0,0,0,0,0,0,0,0,0
ENSMUSG00000082617,1,0,0,0,0,0,0,0,0
ENSMUSG00000082618,0,0,0,0,0,0,0,0,0
ENSMUSG00000082619,0,0,0,0,0,0,0,0,0
ENSMUSG00000082620,0,0,0,0,0,0,0,0,0
ENSMUSG00000082621,0,0,0,0,0,0,0,0,0
ENSMUSG00000082622,0,0,0,0,0,0,0,0,0
ENSMUSG00000082623,0,0,0,0,0,0,0,0,0
ENSMUSG00000082624,0,0,0,0,0,0,0,0,0
ENSMUSG00000082625,0,0,2,0,0,0,0,0,0
ENSMUSG00000082626,0,0,0,0,0,0,0,3,0
ENSMUSG00000082628,0,0,0,0,0,0,0,0,0
ENSMUSG00000082629,0,0,0,0,0,0,0,0,0
ENSMUSG00000082630,0,0,0,0,0,0,0,0,0
ENSMUSG00000082632,0,0,0,0,0,0,0,0,0
ENSMUSG00000082633,0,0,0,2,1,0,0,0,0
ENSMUSG00000082634,0,0,0,0,0,0,0,0,0
ENSMUSG00000082635,0,0,0,0,0,0,0,0,0
ENSMUSG00000082636,0,0,0,0,0,0,0,0,0
ENSMUSG00000082637,0,0,0,0,0,0,0,0,0
ENSMUSG00000082638,0,0,0,0,0,0,0,0,0
ENSMUSG00000082639,0,0,0,0,0,0,0,0,0
ENSMUSG00000082641,0,0,0,0,0,0,0,0,0
ENSMUSG00000082644,0,0,0,0,0,0,0,0,0
ENSMUSG00000082645,0,0,0,0,0,0,0,3,0
ENSMUSG00000082646,0,0,0,0,0,0,0,0,0
ENSMUSG00000082647,0,0,0,0,0,0,0,0,0
ENSMUSG00000082648,0,0,0,0,0,0,0,0,0
ENSMUSG00000082649,0,0,0,0,0,0,0,0,0
ENSMUSG00000082650,0,0,0,0,0,0,0,0,0
ENSMUSG00000082651,0,0,0,0,0,2,0,0,0
ENSMUSG00000082652,0,0,0,0,0,0,0,0,0
ENSMUSG00000082653,0,0,0,0,0,0,0,0,0
ENSMUSG00000082655,0,0,0,0,0,0,0,0,0
ENSMUSG00000082656,0,0,0,0,0,0,0,0,0
ENSMUSG00000082657,0,0,0,0,0,0,0,0,0
ENSMUSG00000082658,0,0,0,0,0,0,0,0,0
ENSMUSG00000082660,0,0,0,0,0,0,0,0,0
ENSMUSG00000082661,0,0,0,0,0,0,0,0,0
ENSMUSG00000082662,1,0,0,0,0,0,0,0,0
ENSMUSG00000082663,0,0,0,0,0,0,0,0,0
ENSMUSG00000082664,0,0,0,0,0,0,0,0,0
ENSMUSG00000082665,0,2,0,1,0,2,3,4,4
ENSMUSG00000082666,0,0,0,0,0,0,0,0,0
ENSMUSG00000082667,0,0,0,0,0,0,0,0,0
ENSMUSG00000082669,0,0,0,0,0,0,0,0,0
ENSMUSG00000082670,0,0,0,0,0,0,0,0,0
ENSMUSG00000082671,0,0,0,0,0,0,0,0,0
ENSMUSG00000082672,0,0,0,0,0,0,0,0,0
ENSMUSG00000082673,0,0,0,0,0,0,0,0,0
ENSMUSG00000082674,0,0,0,0,0,0,0,0,0
ENSMUSG00000082675,0,0,0,0,0,0,0,0,1
ENSMUSG00000082676,0,0,0,0,1,1,0,0,0
ENSMUSG00000082677,0,0,0,0,0,0,0,0,0
ENSMUSG00000082678,4,2,3,0,0,0,0,0,0
ENSMUSG00000082679,0,0,0,0,0,0,0,0,0
ENSMUSG00000082680,0,0,0,0,0,0,0,0,0
ENSMUSG00000082681,0,0,0,0,0,0,0,0,0
ENSMUSG00000082682,0,0,0,0,0,0,0,0,0
ENSMUSG00000082683,0,0,0,0,0,0,0,0,0
ENSMUSG00000082684,1,2,1,0,0,2,0,0,0
ENSMUSG00000082686,0,1,0,0,0,2,0,0,1
ENSMUSG00000082687,0,0,0,0,0,0,0,0,0
ENSMUSG00000082688,0,0,0,0,0,0,0,0,0
ENSMUSG00000082689,0,0,0,0,0,0,0,0,0
ENSMUSG00000082690,0,0,0,0,0,0,0,0,0
ENSMUSG00000082691,0,0,0,0,0,0,0,0,0
ENSMUSG00000082692,0,0,0,0,0,0,0,0,0
ENSMUSG00000082693,0,0,0,0,0,1,0,0,0
ENSMUSG00000082696,0,0,0,1,0,1,0,2,4
ENSMUSG00000082698,0,0,0,0,0,0,0,0,0
ENSMUSG00000082699,0,0,0,0,0,0,0,0,0
ENSMUSG00000082700,0,0,0,0,0,0,0,0,0
ENSMUSG00000082701,0,0,0,0,0,0,0,0,0
ENSMUSG00000082703,0,0,0,0,0,0,0,0,0
ENSMUSG00000082704,0,0,0,0,0,0,0,0,2
ENSMUSG00000082705,0,0,0,0,0,0,0,0,0
ENSMUSG00000082706,0,0,0,0,0,0,0,0,0
ENSMUSG00000082707,0,0,0,0,0,0,0,0,0
ENSMUSG00000082708,0,0,0,0,0,3,0,0,0
ENSMUSG00000082709,0,0,0,0,0,0,0,0,0
ENSMUSG00000082710,0,0,0,0,1,0,0,0,0
ENSMUSG00000082711,0,0,0,0,0,0,0,0,0
ENSMUSG00000082712,0,0,0,0,0,0,0,0,0
ENSMUSG00000082713,0,0,0,0,0,0,0,0,0
ENSMUSG00000082714,0,0,0,0,0,0,0,0,0
ENSMUSG00000082715,0,0,0,0,0,0,0,0,0
ENSMUSG00000082716,0,0,1,0,0,0,0,0,1
ENSMUSG00000082717,0,0,0,0,0,0,0,0,0
ENSMUSG00000082718,0,0,0,0,0,0,0,0,0
ENSMUSG00000082720,0,0,0,0,0,0,0,0,0
ENSMUSG00000082721,0,0,0,0,0,0,0,0,0
ENSMUSG00000082722,0,0,0,0,0,0,0,0,0
ENSMUSG00000082723,0,0,0,0,0,0,0,0,0
ENSMUSG00000082724,5,43,53,92,105,76,14,47,58
ENSMUSG00000082725,0,0,0,0,0,0,0,0,0
ENSMUSG00000082726,6,4,1,0,3,2,2,1,5
ENSMUSG00000082727,0,0,0,0,0,0,0,0,0
ENSMUSG00000082728,0,0,0,0,0,0,0,0,0
ENSMUSG00000082729,0,0,0,0,0,0,0,0,0
ENSMUSG00000082730,0,0,0,0,0,0,0,0,0
ENSMUSG00000082732,0,0,0,0,0,0,0,0,0
ENSMUSG00000082733,0,0,0,2,0,1,0,0,0
ENSMUSG00000082734,0,0,0,0,0,0,0,0,0
ENSMUSG00000082735,0,0,0,0,0,0,0,0,0
ENSMUSG00000082736,0,0,0,0,0,0,0,0,0
ENSMUSG00000082737,0,0,0,0,0,0,0,0,0
ENSMUSG00000082738,0,0,0,0,0,0,0,0,0
ENSMUSG00000082739,0,0,0,0,0,0,0,0,0
ENSMUSG00000082740,0,2,0,4,0,0,0,4,0
ENSMUSG00000082741,0,0,0,0,0,0,0,0,0
ENSMUSG00000082743,0,0,0,0,0,0,0,0,0
ENSMUSG00000082744,0,0,0,0,0,0,0,0,0
ENSMUSG00000082745,0,0,0,0,0,0,0,0,0
ENSMUSG00000082746,0,0,2,0,2,0,2,0,1
ENSMUSG00000082749,0,0,0,0,0,0,0,0,0
ENSMUSG00000082750,0,0,0,0,0,0,0,0,0
ENSMUSG00000082751,0,0,0,0,0,0,0,0,0
ENSMUSG00000082752,0,0,0,0,0,0,0,0,0
ENSMUSG00000082754,0,0,0,0,0,0,0,0,0
ENSMUSG00000082755,0,0,0,0,0,0,0,0,0
ENSMUSG00000082757,0,0,0,0,0,0,0,0,0
ENSMUSG00000082758,0,0,0,0,0,0,0,0,0
ENSMUSG00000082759,0,0,0,0,0,0,0,0,0
ENSMUSG00000082760,0,0,0,0,0,0,0,0,0
ENSMUSG00000082762,3,2,11,2,6,2,1,7,4
ENSMUSG00000082763,0,0,0,0,0,0,0,0,0
ENSMUSG00000082765,7,29,26,22,49,35,14,49,23
ENSMUSG00000082766,4,0,1,0,0,0,0,0,0
ENSMUSG00000082767,0,0,0,0,0,0,0,0,0
ENSMUSG00000082768,0,0,0,0,0,0,0,0,0
ENSMUSG00000082769,2,1,0,0,0,0,0,0,0
ENSMUSG00000082770,0,0,0,0,0,0,0,0,0
ENSMUSG00000082771,0,0,0,0,0,0,0,0,0
ENSMUSG00000082772,0,0,0,0,0,0,0,0,0
ENSMUSG00000082773,0,0,0,0,0,0,0,0,0
ENSMUSG00000082774,0,0,0,0,0,1,0,0,0
ENSMUSG00000082775,0,0,0,0,0,0,0,0,0
ENSMUSG00000082776,0,5,3,0,0,0,0,0,1
ENSMUSG00000082777,0,0,0,0,0,0,0,0,0
ENSMUSG00000082778,4,3,7,3,2,2,3,1,5
ENSMUSG00000082779,0,0,0,0,0,0,0,0,0
ENSMUSG00000082780,0,0,0,0,0,0,0,0,0
ENSMUSG00000082781,0,0,0,0,0,0,0,0,0
ENSMUSG00000082782,0,0,0,0,0,0,0,2,0
ENSMUSG00000082783,0,0,0,0,0,0,0,0,0
ENSMUSG00000082784,0,0,0,0,0,0,0,0,0
ENSMUSG00000082785,0,0,0,0,0,0,0,0,0
ENSMUSG00000082786,0,0,0,0,0,0,0,0,0
ENSMUSG00000082788,0,0,0,0,0,0,0,0,0
ENSMUSG00000082789,0,0,0,0,2,0,0,5,1
ENSMUSG00000082790,0,0,0,0,0,0,0,0,0
ENSMUSG00000082791,0,0,0,0,0,4,1,2,5
ENSMUSG00000082792,3,0,0,0,0,0,0,0,0
ENSMUSG00000082793,3,0,0,0,0,1,0,0,0
ENSMUSG00000082794,0,0,0,0,0,0,0,0,0
ENSMUSG00000082795,0,0,0,0,0,0,0,0,0
ENSMUSG00000082796,0,0,0,0,0,0,0,0,0
ENSMUSG00000082797,0,0,0,0,0,0,0,0,0
ENSMUSG00000082798,0,0,0,0,0,0,0,0,0
ENSMUSG00000082799,0,0,0,0,0,0,0,0,0
ENSMUSG00000082800,0,0,0,0,0,0,0,0,0
ENSMUSG00000082802,0,0,0,0,0,0,0,0,0
ENSMUSG00000082804,2,0,0,0,0,0,0,0,0
ENSMUSG00000082806,0,0,0,1,7,0,1,0,1
ENSMUSG00000082807,0,0,0,0,0,0,0,0,0
ENSMUSG00000082809,0,1,1,0,6,1,7,4,6
ENSMUSG00000082810,0,0,0,0,0,0,0,0,0
ENSMUSG00000082812,0,0,0,1,0,1,0,0,1
ENSMUSG00000082814,0,0,2,0,0,0,0,0,0
ENSMUSG00000082815,0,0,0,0,0,0,0,0,0
ENSMUSG00000082816,0,0,0,0,0,1,0,0,0
ENSMUSG00000082817,0,0,0,0,0,0,0,0,0
ENSMUSG00000082818,0,0,0,0,0,0,0,0,0
ENSMUSG00000082819,0,0,0,0,0,0,0,0,0
ENSMUSG00000082820,0,0,0,0,0,0,0,0,0
ENSMUSG00000082821,0,0,0,0,0,0,0,0,0
ENSMUSG00000082822,0,0,0,0,0,0,0,0,0
ENSMUSG00000082823,0,0,0,0,0,0,0,0,0
ENSMUSG00000082824,0,0,0,0,0,0,0,0,0
ENSMUSG00000082825,0,0,0,0,0,0,0,0,0
ENSMUSG00000082826,0,0,0,0,1,1,0,0,0
ENSMUSG00000082827,0,0,0,0,0,0,0,0,0
ENSMUSG00000082828,0,0,1,0,0,0,0,0,0
ENSMUSG00000082829,0,0,0,2,0,0,0,0,0
ENSMUSG00000082831,0,0,0,0,0,0,0,0,0
ENSMUSG00000082832,0,0,0,0,0,0,0,0,0
ENSMUSG00000082833,0,0,0,0,0,0,0,0,0
ENSMUSG00000082835,0,0,0,0,0,0,0,0,0
ENSMUSG00000082836,0,0,0,0,0,0,0,0,0
ENSMUSG00000082837,0,0,0,0,0,0,0,0,0
ENSMUSG00000082838,0,0,0,0,0,0,0,0,0
ENSMUSG00000082839,0,0,0,0,0,0,0,0,0
ENSMUSG00000082840,0,0,0,0,0,0,0,0,0
ENSMUSG00000082841,0,0,0,0,0,0,0,0,0
ENSMUSG00000082842,0,0,0,0,0,0,0,0,0
ENSMUSG00000082843,0,0,0,0,0,0,0,0,0
ENSMUSG00000082844,0,0,0,0,0,0,0,0,0
ENSMUSG00000082845,0,0,0,0,0,0,0,0,0
ENSMUSG00000082846,0,0,0,0,0,0,0,0,0
ENSMUSG00000082847,0,0,0,0,0,0,0,0,0
ENSMUSG00000082848,0,0,0,0,0,0,1,0,0
ENSMUSG00000082849,0,0,0,0,0,0,0,0,0
ENSMUSG00000082850,0,0,0,0,0,0,0,0,0
ENSMUSG00000082851,0,0,2,0,0,0,0,0,0
ENSMUSG00000082852,0,0,0,0,0,3,0,0,0
ENSMUSG00000082853,0,0,0,0,0,0,0,0,0
ENSMUSG00000082855,1,0,2,0,0,1,0,3,3
ENSMUSG00000082856,0,0,0,0,0,0,0,0,0
ENSMUSG00000082857,0,0,0,0,0,0,0,0,0
ENSMUSG00000082858,0,0,0,0,0,0,0,0,0
ENSMUSG00000082859,0,0,0,0,0,0,0,0,0
ENSMUSG00000082860,1,34,28,37,63,34,11,26,28
ENSMUSG00000082861,1,0,0,0,0,0,0,1,0
ENSMUSG00000082862,0,0,0,0,0,0,0,0,0
ENSMUSG00000082863,0,0,0,0,0,0,0,0,0
ENSMUSG00000082864,0,0,0,0,0,0,0,0,0
ENSMUSG00000082865,0,0,0,0,0,0,0,0,0
ENSMUSG00000082867,0,0,0,0,0,0,0,0,0
ENSMUSG00000082868,0,0,0,0,0,0,0,0,0
ENSMUSG00000082869,0,0,0,0,0,0,0,0,0
ENSMUSG00000082870,0,0,0,0,0,0,0,0,0
ENSMUSG00000082871,0,0,0,0,0,0,0,0,0
ENSMUSG00000082872,0,0,0,0,3,0,0,0,0
ENSMUSG00000082873,0,0,0,1,1,2,1,0,0
ENSMUSG00000082874,0,0,0,0,0,0,0,0,0
ENSMUSG00000082875,0,0,0,0,0,0,0,0,0
ENSMUSG00000082876,0,0,0,0,0,0,0,0,0
ENSMUSG00000082877,0,0,0,0,0,0,0,0,0
ENSMUSG00000082878,1,0,0,0,0,0,0,0,1
ENSMUSG00000082879,0,0,0,0,0,0,0,0,0
ENSMUSG00000082882,0,0,0,0,0,0,0,0,0
ENSMUSG00000082884,0,0,0,1,0,0,0,0,0
