symbol,IRRP1,IRRP2,IRRP3,RP1,RP2,RP3,V1,V2,V3
4933427D14Rik,2.008448,7.484079000000001,7.677812999999999,11.507425,6.761908,8.244269,7.289029999999999,6.0465670000000005,6.337255
4933427E11Rik,0.0,0.191633,0.118658,0.0,0.052422,0.0,0.061701,0.264134,0.0
4933427E13Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933427G23Rik,0.191966,0.18168,0.138138,0.078348,0.024544,0.266335,0.287377,0.09682,0.510125
4933427I04Rik,0.964715,0.996715,1.134404,11.218041,0.928939,8.736716,0.249423,8.072896,7.547715
4933427I22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933427J07Rik,0.0,0.727954,1.169544,0.700901,1.190864,0.94672,0.356669,1.184173,0.54908
4933428C19Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933428G20Rik,0.0,0.050006,0.522957,0.26267,0.081362,0.291933,0.0,0.0,0.152557
4933428M09Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933428P19Rik,0.0,0.0,0.106331,0.219981,0.095309,0.097229,0.0,0.0,0.177916
4933429H19Rik,0.384724,0.0,0.0,0.069173,0.39261,0.0,0.0,0.0,0.0
4933429O19Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933430A20Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933430H06Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933430H16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933430I17Rik,0.412018,0.789404,0.721923,1.214018,1.786369,1.028542,0.873945,1.116914,0.609676
4933430L12Rik,0.0,0.0,0.0,0.0,0.0,0.061438,0.0,0.0,0.0
4933430M04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933430N04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933431C10Rik,0.0,0.64755,0.378486,0.744749,1.376085,1.167904,0.447012,1.217519,1.048912
4933431E20Rik,2.562782,16.226588,16.230203000000003,24.546271000000004,28.661488,25.477284,10.559824,15.337186999999998,13.040981
4933431G14Rik,0.0,0.0,0.0,0.0,0.184814,0.222466,0.0,0.0,0.0
4933431J24Rik,0.0,0.0,0.023831,0.0,0.061606,0.0,0.0,0.0,0.0
4933431K14Rik,4.231977,2.331598,2.024618,0.647299,3.340563,1.464012,1.826034,1.076172,0.744102
4933431K23Rik,0.11132,0.450115,0.45333,0.085429,0.434029,0.347737,0.429542,0.510494,0.746401
4933431M02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933432G23Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933432I03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.080763,0.0
4933432K03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933433F19Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933433G08Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933433G15Rik,0.0,0.456195,0.196744,0.714692,0.06338,0.320737,0.391345,0.390912,0.059273
4933433G19Rik,0.0,0.345939,0.562325,0.277825,0.427474,0.144588,0.17238,1.109791,0.199081
4933433N18Rik,0.0,0.0,0.216096,0.132896,0.0,0.0,0.0,0.0,0.227062
4933434E20Rik,47.783441,65.75783200000001,62.66474499999999,86.02633,67.622987,65.896726,69.617425,61.758231,67.234171
4933434M16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933435F18Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933435G04Rik,0.0,0.034217,0.130298,0.059682,0.112724,0.337288,0.10018,0.0,0.103578
4933436E23Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933436F18Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933436H12Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933436I01Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933436I20Rik,0.0,0.491281,0.329896,0.121632,0.356998,0.115576,0.135737,0.52307,0.141257
4933436N17Rik,0.0,0.0,0.050738,0.0,0.0,0.0,0.0,0.0,0.0
4933436P19Rik,0.0,0.194807,0.060305,0.337038,0.053758,0.216559,0.1888,0.106826,0.257555
4933437G19Rik,0.301946,0.295807,0.786185,0.206619,0.529625,0.542272,0.232887,0.248162,0.118588
4933438A12Rik,0.0,0.0,0.0,0.0,0.0,0.446352,0.0,0.0,0.0
4933438B17Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933438K21Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933439C10Rik,17.63494,5.605001,8.72355,8.798454,11.951535,13.432917,4.488841,7.061897999999999,6.4481280000000005
4933439J24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933439K11Rik,0.0,0.0,0.425735,0.201054,0.029476,0.0,0.08518,0.0,0.0
4933439N06Rik,0.033917,0.0,0.13818,0.0,0.0,0.0,0.0,0.0,0.0
4933439N14Rik,0.097589,0.0,0.0,0.0,0.0,0.0,0.074339,0.0,0.0
4933440J02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933440M02Rik,0.0,0.050079,0.0,0.0,0.035952,0.0,0.0,0.0,0.0
4933440N22Rik,0.67138,1.188598,1.72591,1.259702,0.940311,0.8244340000000001,1.552687,0.685104,1.515273
5031410I06Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5031415H12Rik,0.148747,0.099372,0.0,0.02872,0.0,0.081578,0.0,0.0,0.0
5031425E22Rik,9.472254,10.24072,10.465027,9.404627,10.895809,9.365972,4.78041,7.65474,6.082927000000001
5031425F14Rik,0.0,0.069213,0.157385,0.18063,0.085586,0.167277,0.032197,0.0,0.068056
5031434C07Rik,0.0,0.0,0.0,0.0,0.025167,0.0,0.0,0.0,0.0
5031434O11Rik,1.603614,1.07682,0.995507,1.06392,2.315698,2.008988,1.102403,1.781281,1.149163
5031439G07Rik,12.379169,19.904856,25.684352,20.684106,19.571302,20.382011,22.935138,21.417592000000003,22.630107
5033403F01Rik,0.030025,0.179276,0.400465,0.051915,0.399844,0.054229,0.0,0.225171,0.061395
5033403H07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5033404E19Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5033406O09Rik,0.299676,0.402358,0.446743,0.537014,0.388793,0.653596,0.171916,0.21548,0.059126
5033417F24Rik,0.203182,0.311304,0.292828,0.155458,0.0,0.329892,0.513692,0.036956,0.268084
5033421B08Rik,0.0,0.228694,0.215765,0.264038,0.19063,0.377672,0.0,0.064071,0.383644
5033423K11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5033424D13Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5033425B01Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5033426E14Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5033426O07Rik,0.0,0.16196,0.032285,0.0,0.107421,0.0,0.128229,0.5862069999999999,0.547185
5033428I22Rik,2.7954440000000003,8.363864,7.604233,6.274484,9.725216,6.942229000000001,5.404585000000001,4.836276,5.513073
5033430I15Rik,1.259889,0.0,0.259543,0.725429,1.23585,0.120822,0.138584,0.246699,0.413219
5330406M23Rik,0.0,0.0,0.087411,0.0,0.0,0.037634,0.0,0.0,0.0
5330409N07Rik,0.0,0.0464,0.0,0.02026,0.0,0.019096,0.0,0.019382,0.0
5330411J11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217253
5330411O13Rik,0.0,0.0,0.122776,0.0,0.0,0.052986,0.0,0.0,0.197668
5330413D20Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104434,0.250384
5330413P13Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5330416C01Rik,0.0,0.0,0.0,0.0,0.115938,0.017755,0.0,0.0,0.0
5330417C22Rik,0.0,0.050168,0.528005,0.217401,0.415066,0.21537,0.02292,0.0,0.0
5330417H12Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5330425B07Rik,0.644548,0.0,0.0,0.325539,0.0,0.08026,0.0,0.0,0.0
5330426L24Rik,0.0,0.565431,0.468568,1.45893,1.209435,1.416793,0.529477,0.89503,0.332236
5330429C05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5330431K02Rik,0.0,0.0,0.089589,0.0,0.0,0.0,0.0,0.0,0.0
5330434G04Rik,0.038525,0.024255,0.096308,0.0,0.0,0.0,0.0,0.0,0.0
5330437M03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5330438D12Rik,4.978611,5.332513,3.650146,2.016547,1.699845,2.746738,1.756893,1.107052,2.444023
5330438I03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5330439A09Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5330439B14Rik,0.0,0.0,0.0,0.0,0.0,0.052809,0.0,0.0,0.0
5330439K02Rik,0.042709,0.137359,0.161624,0.089121,0.340219,0.196786,0.0,0.113212,0.0
5330439M10Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5430400D12Rik,0.0,0.0,0.048932,0.667774,0.633168,0.295591,0.254974,0.342118,0.156384
5430401F13Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5430401H09Rik,0.0,0.0,0.0,0.0,0.0,0.0872,0.0,0.0,0.0
5430402E10Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5430402O13Rik,0.0,0.0,0.344194,0.0,0.998546,0.090853,0.425443,0.0,0.0
5430402P08Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5430403G16Rik,1.091736,2.910753,2.770313,2.29533,1.928509,2.142661,1.612738,1.902753,1.534788
5430403N17Rik,0.0,0.0,0.0,0.0,0.048102,0.0,0.0,0.0,0.0
5430405H02Rik,7.665486,5.688246,4.801172,5.622040999999999,3.012521,6.140062,3.1276650000000004,3.987421,4.035596
5430414B19Rik,0.942154,2.121959,1.649497,2.284186,3.725438,3.205811,1.650957,1.49527,2.139675
5430416N02Rik,28.917209,37.00371,47.700707,44.154239,42.338558000000006,42.728894,40.796908,34.995343000000005,36.067072
5430419D17Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5430420F09Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5430421F17Rik,0.0,0.09713,0.0,0.095533,0.203601,0.0808,0.0,0.0,0.0
5430425E15Rik,0.0,0.067969,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5430425K12Rik,0.0,0.0,0.10575,0.0,0.0,0.090143,0.0,0.0,0.110193
5430427M07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5430427N15Rik,0.080597,0.066667,0.031845,0.028983,0.054344,0.027174,0.0,0.081727,0.067273
5430427O19Rik,0.057959,0.023999,0.674906,0.230967,0.180105,0.295564,0.167075,0.12079,0.099592
5430430B14Rik,0.104451,0.411331,0.502448,0.357094,0.53357,0.384084,0.344444,0.633336,0.059563
5430430K15Rik,0.043145,0.084026,0.158155,0.0,0.070224,0.0,0.163662,0.0,0.0
5430431A17Rik,0.0,0.0,0.126378,0.0,0.0,0.0,0.0,0.696091,0.0
5430433H01Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5430434F05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5430434I15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5430435K18Rik,0.0,0.129083,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5430437J10Rik,0.170122,0.0,0.273245,0.0,0.0,0.0,0.0,0.280366,0.0
5430440P10Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5530400C23Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5530400K19Rik,0.0,0.185225,0.177143,0.511479,0.563603,0.53167,0.22334,0.153541,0.047086
5530401A14Rik,0.0,0.021752,0.0,0.018906,0.0,0.035588,0.0,0.0,0.0
5530402G07Rik,0.093537,0.0,0.0,0.0,0.807815,0.0,0.0,0.0,0.191953
5530601H04Rik,5.740871,12.943806,22.52915,14.794911999999998,14.835282,12.288909000000002,10.946443,16.392008,7.643031999999999
5730403I07Rik,0.0,0.0,0.0,0.042386,0.0,0.0,0.0,0.0,0.0
5730405O15Rik,0.128327,0.062567,0.238474,0.981608,0.862083,0.857919,0.57742,0.719052,0.128315
5730408A14Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5730409E04Rik,3.730475,6.441196000000001,5.871156999999999,4.457662,5.275384,3.966289,5.715793,4.184677,4.068227
5730412P04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5730414N17Rik,0.180768,0.615791,0.678547,0.247615,0.449385,0.629181,0.231838,0.481489,0.406047
5730416F02Rik,0.0,0.0,0.096371,0.0,0.0,0.0,0.0,0.0,0.0
5730419F03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5730420D15Rik,0.0,0.075379,0.0,0.0,0.498251,0.0,0.073193,0.0,0.151178
5730422E09Rik,0.329707,0.520129,0.265777,0.499201,0.154695,0.038403,0.0,0.0,0.047034
5730435O14Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.335758,0.483595
5730437C11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5730455P16Rik,4.971191,12.64965,8.572487,14.830929,11.73312,13.163767,10.518854,13.988926,16.006698
5730460C07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5730480H06Rik,8.609195999999999,16.601206,11.979103,10.526313,11.789927,8.981035,9.984599,10.011690000000002,12.665045999999998
5730488B01Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5730507A11Rik,0.025301,0.161801,0.079774,0.118226,0.0,0.089447,0.027306,0.068853,0.084924
5730507C01Rik,0.052751,0.0,0.233731,0.060426,0.087105,0.208367,0.103965,0.209335,0.038472
5730521K06Rik,0.493303,1.125606,1.289801,1.180203,1.6389,1.175921,0.580621,0.89797,0.712348
5730522E02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5730585A16Rik,0.0,0.0,0.073022,0.0,0.0,0.063765,0.076124,0.127806,0.0776
5730596B20Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166873,0.041373
5830405F06Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5830408C22Rik,1.701638,1.044932,2.791489,1.693086,3.159711,2.367267,1.43208,0.503227,1.5575480000000002
5830411K02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5830411N06Rik,0.0,0.0,0.112642,0.0,0.022834,0.0,0.0,0.0,0.049262
5830415G21Rik,0.0,0.0,0.0,0.0,0.0,0.15422,0.0,0.0,0.121948
5830416I19Rik,0.0,0.0,0.0,0.055462,0.0,0.052373,0.031475,0.0,0.0
5830417I10Rik,0.50247,13.200877,13.071621,18.841125,18.072098,18.000909,9.950431,17.907838,15.610949
5830418P13Rik,0.068904,0.07099,0.0,0.093955,0.029615,0.0,0.0,0.0,0.0
5830426I08Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5830428M24Rik,0.229313,0.152147,0.469455,0.131725,0.336665,0.333396,0.288777,0.0,0.0
5830432E09Rik,0.0,0.041052,0.2917389999999999,0.173718,0.436743,0.31623,0.285961,0.1009449999999999,0.049243
5830437K03Rik,0.0,0.13779,0.0,0.0,0.0,0.115459,0.066507,0.057834,0.0
5830444B04Rik,0.0,0.026699,0.251796,0.049189,0.0,0.023917,0.0,0.199542,0.02712
5830444F18Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5830448L01Rik,0.735972,0.789703,2.06363,0.558954,0.935245,0.835513,0.565097,0.362612,1.374993
5830454E08Rik,1.697033,0.261335,1.45116,0.819521,1.284997,0.885054,1.265214,0.11762,0.6631
5830462I19Rik,0.0,0.469881,0.493447,0.431413,0.645629,0.817979,0.255996,0.750117,0.369985
5830462O15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.09513,0.0,0.09747
5830468F06Rik,0.0,0.0,0.132921,0.0,0.0,0.0,0.0,0.0,0.0
5830473C10Rik,0.0,0.0,0.0,0.0,0.127951,0.0,0.0,0.0,0.0
5830487J09Rik,0.0,0.325018,0.648823,0.361906,0.295214,0.476991,0.151025,0.127436,0.305737
5930403N24Rik,0.025765,1.963085,3.790411,0.6422479999999999,4.732386,2.836257,1.331233,0.6152070000000001,0.840751
5930409G06Rik,0.0,0.0,0.103974,0.0,0.0,0.0,0.0,0.0,0.0
5930412G12Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5930420M18Rik,0.549575,1.706921,1.573458,0.714129,1.390888,0.785808,0.699612,1.124878,1.049058
5930422O12Rik,0.0,0.161199,0.469236,0.565165,0.406239,0.13717,0.328387,0.140437,0.169641
5930430L01Rik,0.337475,0.765823,0.970863,0.850329,0.984786,0.872431,0.440265,1.590206,1.207446
5930435M05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5930438M14Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6030400A10Rik,0.0,0.091381,0.359363,0.0,0.0,0.0,0.0,0.0,0.0
6030407O03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6030408B16Rik,0.472653,0.793084,0.575112,0.0,3.972085,0.636236,1.585708,0.784361,0.466572
6030440G07Rik,0.0,0.352233,0.0,0.0,0.145441,0.0,0.0,0.0,0.088818
6030442E23Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6030442K20Rik,0.065009,0.877434,1.334014,0.923677,1.064976,1.426849,1.680894,2.39489,0.503508
6030443J06Rik,0.034291,0.333048,0.376187,0.586795,0.578166,1.158864,0.253659,0.629451,0.863175
6030445D17Rik,0.622583,0.638119,0.686199,0.39677,1.194861,0.200733,0.319384,0.135897,0.53688
6030452D12Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6030458C11Rik,7.607467,20.022654,21.022505,27.132949,29.752956,26.168761,20.295928,22.861973,22.721333
6030460B20Rik,0.270959,0.406842,0.097709,0.17983,0.684107,0.258599,0.09991,0.699082,0.103701
6030466F02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6030468B19Rik,0.0,0.0,0.0,0.066129,0.0,0.0,0.0,0.247024,0.0
6030469F06Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6030471H07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258241,0.0
6030498E09Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6230400D17Rik,1.942163,2.99385,4.34027,4.9218980000000006,3.802135,3.604361,2.08945,2.285526,2.368431
6330403K07Rik,0.562559,0.345409,0.684643,0.847164,0.236004,0.56158,0.109107,0.094465,0.283882
6330403L08Rik,0.714871,1.584981,1.746709,1.124116,1.526422,1.308317,1.815685,0.952014,1.366602
6330403N20Rik,0.28667,0.213293,0.417433,0.375394,0.234299,0.060237,0.141184,0.181641,0.0726
6330409D20Rik,0.0,0.142505,0.0,0.0,0.477465,0.124915,0.0,0.0,0.0
6330410L21Rik,0.05566,0.0,0.018563,0.016868,0.063666,0.015898,0.018962,0.0,0.0
6330411D24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6330415B21Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6330418K02Rik,4.344744,0.966429,3.439493,2.457049,2.462391,0.96618,2.685823,1.460943,2.22749
6330419E04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6330420H09Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6330537M06Rik,0.560138,2.47883,2.992817,2.192853,2.3581,2.090099,1.916975,3.240848,3.343326
6330549D23Rik,1.544031,2.516973,1.6710630000000002,1.567304,3.545528,2.288457,1.527953,1.511055,2.951524
6330562C20Rik,7.030122,13.93846,13.592211,2.632079,7.414136,3.393997,5.972587,3.5594490000000003,3.1766309999999995
6330576A10Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6430500D05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6430503K07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6430511E19Rik,0.175119,1.308672,1.485903,2.285111,1.036903,1.958541,0.586844,1.419867,1.063384
6430531B16Rik,0.0,0.264285,0.186553,0.057587,0.159996,0.186879,0.0,0.150474,0.0
6430548M08Rik,1.828605,4.982685999999999,4.770522,2.847078,4.988415,2.8997,2.8749290000000003,3.224689,2.939228
6430550D23Rik,0.134802,1.39683,0.764211,1.383839,1.757243,3.816452,1.397274,1.420879,2.929551
6430562O15Rik,0.072961,0.321608,0.194476,0.514459,0.7738520000000001,0.402167,0.178563,0.108973,0.267659
6430571L13Rik,0.416652,0.795247,0.269852,0.440662,0.261028,0.516663,0.199852,0.532967,0.341714
6430573P05Rik,0.091017,0.0,0.8539810000000001,0.187298,0.16363,0.377154,0.0,0.0,0.215127
6430584L05Rik,0.0,0.0,0.045965,0.0,0.381292,0.137732,0.023454,0.0,0.0
6430590A07Rik,0.0,0.706394,0.907067,2.304757,1.3916419999999998,2.271198,0.028403,1.535401,0.883112
6430628N08Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6430710C18Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6430710M23Rik,0.424956,0.100161,0.193058,0.08727,0.0,0.168294,0.0,0.0,0.0
6530401F13Rik,0.405799,0.0,0.217185,0.096594,0.282811,0.473506,0.0,0.0,0.0
6530402F18Rik,0.302241,0.993313,1.870481,1.490951,1.182157,1.355423,0.238777,0.8428309999999999,1.166468
6530403H02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6530409C15Rik,0.0,0.242438,0.339908,0.575493,1.242332,0.252486,0.0,1.958223,1.204234
6530411M01Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6530413G14Rik,0.0,0.0,0.0,0.0,0.143129,0.047304,0.0,0.047421,0.0
6530437J22Rik,0.0,0.192354,0.449902,0.583497,0.562948,0.462362,1.193527,0.1642,0.368408
6720427I07Rik,2.473572,1.780372,1.969931,2.750407,5.09849,2.727253,1.640569,2.25075,1.623703
6720464F23Rik,0.0,0.0,0.029423,0.0,0.025001,0.0,0.03004,0.0,0.0
6720469O03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6720475M21Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6720482G16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.119018,0.0,0.0
6720483E21Rik,0.460326,0.406332,0.851926,0.353066,0.133633,1.014222,0.72164,0.480365,1.230214
6720489N17Rik,0.507157,0.719373,3.159677,3.291007,1.998981,2.698004,0.7986449999999999,1.682124,1.606699
6820402A03Rik,0.043976,0.513218,0.251098,0.227657,0.09234,0.307403,0.146035,0.347909,0.116218
6820408C15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6820426E19Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6820431F20Rik,19.270627,189.11991,174.618895,100.842965,302.334498,144.970865,151.111807,110.249885,112.865647
7330404K18Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7330423F06Rik,0.0,3.170307,0.946195,0.0,0.0,1.067346,0.0,1.090937,0.0
7420426K07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7420700N18Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7420701I03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7530414M10Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7530416G11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7530428D23Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7630403G23Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8030411F24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8030423F21Rik,0.034826,0.0,0.082597,0.0,0.069864,0.06838,0.0,0.023058,0.0
8030423J24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8030442B05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8030443G20Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8030445P17Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8030451A03Rik,0.440454,2.215862,1.210768,0.0,0.888966,0.618163,0.101814,1.901191,1.585905
8030453O22Rik,0.0,0.361569,1.500632,0.327722,0.088593,0.3510649999999999,0.365492,0.0,0.053605
8030455M16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8030462N17Rik,0.438601,8.764874,7.495898,5.864182,14.4677,7.001813,7.592483,7.250927,8.40688
8030474K03Rik,0.514454,0.470732,0.434544,2.029618,0.386357,1.98457,0.921801,0.659464,0.062396
8030487O14Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8430406P12Rik,0.474216,1.452317,0.988185,0.7854,0.650852,1.034448,1.24513,1.461328,1.063318
8430419K02Rik,0.0,0.0,0.0,0.040148,0.152106,0.0,0.04498,0.077372,0.047035
8430422M14Rik,6.900616,2.174859,2.016874,6.60595,2.552807,3.866397,2.800625,3.635198,4.673906
8430423G03Rik,0.0,0.0,0.132582,0.0,0.0,0.0,0.0,0.0,0.0
8430426J06Rik,0.0,0.0,0.0,0.0,0.761884,0.096496,0.115412,0.0,0.0
8430429K09Rik,1.512907,9.446494,6.32603,7.706327,10.528998,10.647989,6.812666,7.749045000000001,6.848765000000001
8430432A02Rik,0.044037,0.074322,0.138753,0.32028,0.0,0.061352,0.073076,0.063042,0.223633
8430436N08Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8430437L04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9030025P20Rik,4.312068,7.019750999999999,10.707998,4.850474,10.345954,8.763691,7.502526,9.184792,7.446435
9030204H09Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9030407P20Rik,0.346428,0.494097,0.630844,0.683939,1.975637,0.607207,0.858808,1.040058,0.808612
9030607J07Rik,0.0,0.0,0.0,0.0,0.088324,0.088319,0.105335,0.090098,0.107829
9030612E09Rik,0.121855,0.0,0.0,0.038691,0.0,0.036387,0.0,0.0,0.0
9030616G12Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
