gene,SJ1,SJ10,SJ11,SJ12,SJ2,SJ3,SJ4,SJ5,SJ6,SJ7,SJ8,SJ9
ENSMUSG00000080710,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080711,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080712,0,0,0,6,0,0,0,0,0,0,0,0
ENSMUSG00000080713,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080714,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080715,0,1,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000080716,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080717,290,178,254,330,301,189,192,193,209,206,318,249
ENSMUSG00000080718,2,0,0,0,1,2,2,1,2,2,0,0
ENSMUSG00000080719,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080720,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080722,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080723,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080725,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080726,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080727,22,49,14,84,29,44,47,15,44,52,165,14
ENSMUSG00000080728,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080729,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080730,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080731,0,0,0,0,0,0,0,3,0,0,0,0
ENSMUSG00000080732,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080733,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080734,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080735,0,2,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080736,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080737,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080738,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080741,0,0,0,0,0,0,0,2,0,0,0,2
ENSMUSG00000080742,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080743,0,0,1,0,0,0,0,0,0,1,0,0
ENSMUSG00000080744,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080746,0,1,1,0,0,0,2,1,1,0,0,0
ENSMUSG00000080747,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080748,0,1,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000080749,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080750,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080751,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080752,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080753,0,0,0,0,0,0,0,2,0,0,0,0
ENSMUSG00000080754,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080755,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080756,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080757,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080758,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080759,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080760,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080762,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080763,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080764,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080765,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080766,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080767,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080768,0,0,0,0,0,0,0,0,5,2,0,0
ENSMUSG00000080770,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080771,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080772,10,10,15,12,9,4,9,2,14,24,6,7
ENSMUSG00000080773,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080774,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080775,0,1,0,0,0,0,0,0,0,1,0,1
ENSMUSG00000080776,1,0,1,0,0,0,1,3,0,1,3,2
ENSMUSG00000080777,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080778,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000080779,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080780,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080781,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080782,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080783,4,1,10,7,14,6,9,3,12,16,0,16
ENSMUSG00000080785,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080788,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080789,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080790,0,0,0,0,0,0,2,0,0,0,0,0
ENSMUSG00000080791,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080792,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080793,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080794,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080795,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080796,4,0,1,0,1,1,2,0,0,2,0,0
ENSMUSG00000080797,43,26,32,58,47,41,33,27,34,53,16,33
ENSMUSG00000080798,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080799,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080800,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080801,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080802,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080803,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080805,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080806,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080807,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080808,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080809,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080810,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080811,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080812,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080813,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080814,3,17,0,7,1,0,0,2,3,0,0,1
ENSMUSG00000080815,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080816,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080817,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080818,0,0,0,0,1,0,0,0,1,0,0,0
ENSMUSG00000080819,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080820,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080822,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080823,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080824,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080825,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080826,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080827,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080828,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080829,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080831,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080832,0,0,0,0,1,2,0,0,0,0,1,0
ENSMUSG00000080833,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080834,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080835,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080836,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080839,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080840,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080841,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080842,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080843,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080844,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080845,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000080846,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000080847,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080848,0,0,11,0,2,0,7,3,2,0,5,2
ENSMUSG00000080849,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080850,0,0,0,0,0,4,0,0,0,0,0,0
ENSMUSG00000080851,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080852,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080855,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080857,0,0,0,0,0,0,0,0,0,0,0,4
ENSMUSG00000080859,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080860,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080861,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080862,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080863,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080865,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080866,1,0,2,1,1,0,0,1,0,0,0,0
ENSMUSG00000080868,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080869,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080870,0,0,2,0,0,0,0,1,0,0,0,0
ENSMUSG00000080871,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080872,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080873,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000080874,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080875,0,0,0,0,0,0,0,0,0,0,204,0
ENSMUSG00000080876,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080877,0,0,1,0,0,0,0,0,0,0,0,5
ENSMUSG00000080878,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080880,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080884,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080885,4,11,10,5,17,4,4,9,3,6,5,0
ENSMUSG00000080886,0,3,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080887,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080888,10,27,4,26,12,24,10,14,2,15,60,20
ENSMUSG00000080889,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080890,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080891,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080892,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080893,0,0,0,0,0,0,0,0,0,0,7,0
ENSMUSG00000080894,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080895,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080896,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080897,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080898,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080899,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080902,6,7,0,0,9,4,6,3,6,17,0,0
ENSMUSG00000080903,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080904,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080906,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080907,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080910,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080911,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080912,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080913,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080914,0,0,0,0,0,0,1,1,0,0,1,1
ENSMUSG00000080915,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080916,0,4,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000080917,14,0,7,3,1,3,3,0,2,4,2,1
ENSMUSG00000080918,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080919,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080921,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080922,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080923,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080924,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080925,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080927,0,0,0,2,0,0,0,0,0,0,0,0
ENSMUSG00000080928,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000080929,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080930,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080932,0,1,0,1,5,2,1,2,0,1,2,1
ENSMUSG00000080933,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080934,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080935,4,0,0,0,1,0,2,0,1,1,0,0
ENSMUSG00000080936,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080937,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080938,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080939,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080941,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080942,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080943,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080944,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000080946,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080947,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080948,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080949,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080950,0,0,0,0,1,0,0,1,0,1,0,0
ENSMUSG00000080951,0,0,1,4,0,1,0,0,0,0,16,0
ENSMUSG00000080952,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080953,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080954,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080955,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000080956,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080957,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080958,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080959,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080960,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080961,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080962,0,0,0,0,0,1,0,2,0,0,0,0
ENSMUSG00000080964,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080965,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080966,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080967,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080968,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080969,1,1,0,0,1,0,1,0,0,0,1,1
ENSMUSG00000080970,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080971,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080972,5,0,3,1,1,0,0,6,0,0,0,0
ENSMUSG00000080974,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080976,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080977,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080978,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080979,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080980,0,0,0,0,0,0,0,0,0,3,0,0
ENSMUSG00000080981,23,20,21,0,14,25,21,0,0,14,0,31
ENSMUSG00000080982,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080983,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080984,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080985,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080986,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080987,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080989,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080990,0,0,1,2,0,0,1,0,0,0,0,2
ENSMUSG00000080992,0,0,0,0,0,0,0,1,0,0,1,0
ENSMUSG00000080993,0,0,2,0,1,4,0,0,0,0,0,0
ENSMUSG00000080994,0,5,7,0,3,3,8,8,0,14,0,0
ENSMUSG00000080995,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080996,0,0,0,0,0,0,1,1,0,0,0,0
ENSMUSG00000080997,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080998,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080999,0,0,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000081000,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081001,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081002,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081003,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081004,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081005,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081006,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081007,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081008,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081009,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081010,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081011,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081012,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081013,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081014,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081016,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081017,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081018,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081020,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081021,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081022,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081023,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000081024,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000081025,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081026,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081029,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081030,0,0,0,0,0,0,1,0,0,1,0,0
ENSMUSG00000081033,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081034,2,2,2,0,1,2,1,0,1,0,0,3
ENSMUSG00000081036,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081037,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081038,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081041,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081042,0,3,3,0,0,0,2,1,0,0,1,3
ENSMUSG00000081043,0,0,0,0,0,0,0,0,1,0,1,0
ENSMUSG00000081044,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081045,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081046,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081047,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081048,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081049,0,1,0,2,2,0,0,0,0,1,0,0
ENSMUSG00000081050,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081051,0,3,0,8,3,0,0,0,3,2,4,0
ENSMUSG00000081052,0,0,2,0,0,0,0,0,0,0,0,0
ENSMUSG00000081053,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081054,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081055,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081056,0,0,0,0,0,0,1,1,0,0,0,0
ENSMUSG00000081057,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081058,49,14,17,31,6,30,31,2,7,14,0,6
ENSMUSG00000081059,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081060,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081061,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081062,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081063,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081064,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081065,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081066,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081067,0,0,3,0,1,3,3,3,1,8,1,2
ENSMUSG00000081068,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081069,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081070,0,0,0,0,1,0,0,0,0,1,0,0
ENSMUSG00000081071,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081072,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081073,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081076,1,2,0,0,1,1,1,0,0,1,2,0
ENSMUSG00000081077,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081078,0,1,2,0,0,1,0,0,0,0,0,0
ENSMUSG00000081079,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081080,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081081,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081082,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081083,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081084,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000081085,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081086,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081087,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000081088,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081089,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081092,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081093,0,0,0,1,0,0,1,0,0,1,1,0
ENSMUSG00000081094,5,0,0,0,0,2,0,0,0,0,0,0
ENSMUSG00000081095,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081096,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081097,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081098,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081099,1,2,0,2,1,1,0,0,1,1,1,2
ENSMUSG00000081100,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081101,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081103,0,0,6,0,2,3,0,1,0,0,0,0
ENSMUSG00000081104,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000081106,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081107,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081108,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081110,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081111,0,0,0,2,0,0,0,0,0,0,0,0
ENSMUSG00000081112,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081113,0,0,1,1,1,0,0,1,0,2,1,1
ENSMUSG00000081114,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081115,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081116,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081117,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081118,0,0,0,1,1,0,0,0,0,1,1,0
ENSMUSG00000081119,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081120,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081121,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000081122,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081124,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081125,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081126,56,43,32,46,31,38,34,36,22,30,36,36
ENSMUSG00000081127,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081128,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081129,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081130,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081131,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081132,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081133,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081134,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081135,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081136,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081137,28,3,10,4,31,18,11,12,7,60,31,2
ENSMUSG00000081138,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000081139,3,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081141,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081142,2,0,0,0,0,3,8,0,0,0,0,0
ENSMUSG00000081143,1,0,1,0,0,1,0,1,3,4,0,0
ENSMUSG00000081144,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081145,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081146,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081147,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081148,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081150,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081151,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081152,0,0,0,0,0,0,0,0,0,3,0,0
ENSMUSG00000081153,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081154,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081155,0,0,0,0,0,0,0,0,0,0,0,0
