symbol,SJ1,SJ10,SJ11,SJ12,SJ2,SJ3,SJ4,SJ5,SJ6,SJ7,SJ8,SJ9
Gm44317,0,0,0,0,0,0,4,0,0,0,0,0
Gm15532,0,0,0,0,0,0,0,0,0,0,0,0
4930540M05Rik,0,2,1,0,0,0,0,0,0,0,0,1
Rad52,185,132,159,253,172,152,166,133,169,239,262,153
Wnk1,9779,8217,5737,6230,9906,8647,10447,4724,5715,7919,10000,8469
Gm16199,12,17,8,18,8,31,26,0,15,14,11,19
Mir706,0,0,0,0,0,0,0,0,0,0,0,0
Ninj2,0,0,1,0,0,0,0,0,0,0,0,3
Gm25327,0,0,0,0,0,0,0,0,0,0,0,0
B4galnt3,0,0,0,4,0,0,0,1,0,0,0,0
D330020A13Rik,0,0,0,0,0,0,0,0,0,0,0,0
Ccdc77,270,145,121,257,210,231,230,185,215,314,340,181
Kdm5a,1616,1315,1360,1549,1245,1758,1939,1239,1398,1645,2280,1265
Gm24592,0,0,0,0,0,0,0,0,0,0,0,0
Il17ra,2317,1268,1188,1324,2536,2525,1730,1388,1632,2834,2644,1423
Tmem121b,1,0,0,0,2,0,1,0,0,0,17,0
Hdhd5,331,246,304,257,347,225,254,242,225,441,369,313
Gm20692,0,0,0,1,1,1,0,0,0,0,0,0
Gm24391,0,0,0,0,0,0,0,0,0,0,0,0
1700072O05Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm44074,0,0,0,0,0,0,0,0,0,0,0,0
Gm44124,0,0,0,0,0,0,0,0,0,0,0,0
Cecr2,0,0,0,0,0,0,0,0,0,0,0,0
Slc25a18,8,2,2,14,7,7,0,8,11,1,0,3
Atp6v1e1,3958,5794,6233,7057,4170,6089,6795,5613,6423,4274,5524,6624
Gm25193,0,0,0,0,0,0,0,0,0,0,0,0
Bcl2l13,1272,878,1151,1211,962,1505,937,739,1269,1591,1179,964
Bid,1994,1086,1245,1422,1926,1433,1588,1202,1296,1621,1989,1239
Gm17812,5,0,0,0,1,0,2,1,1,0,0,0
Gm44260,6,6,4,3,4,0,6,6,2,0,1,6
Mical3,261,135,287,345,221,434,243,290,339,254,365,313
Gm43916,0,0,0,0,0,0,0,0,0,0,12,0
Gm43915,0,0,0,0,0,0,0,0,0,0,0,0
Gm4651,0,0,0,0,0,0,0,0,0,0,0,0
Minpp1-ps,0,0,0,0,0,0,0,0,0,0,0,0
Pex26,167,165,120,180,170,190,182,127,107,190,283,192
Gm44014,1,0,0,0,0,0,0,0,0,0,0,0
Tuba8,3,3,8,2,3,5,10,2,3,6,0,1
Gm15856,0,0,0,0,0,0,0,0,0,0,0,0
Usp18,1691,135,296,257,1615,1003,1164,1362,1481,329,513,169
Gm44148,3,3,7,8,0,6,8,0,2,0,0,0
Slc6a13,93,822,713,828,112,589,713,452,501,196,116,990
Gm24855,0,0,0,0,0,0,0,0,0,0,0,0
Slc6a12,249,2622,1289,1653,243,2184,2308,1146,1224,560,680,3057
Iqsec3,0,0,0,0,0,0,0,0,0,0,0,0
Gm43922,0,0,0,0,0,0,0,0,0,0,0,0
Gm43933,0,0,0,0,0,0,0,0,0,0,0,0
Gm43934,0,0,0,0,0,0,0,0,0,0,0,0
Gm43945,0,0,0,0,0,0,0,0,0,0,0,0
A2m,1,0,0,0,0,0,0,0,0,0,0,0
Gm44018,0,0,0,0,0,0,0,0,0,0,0,0
Gm7298,0,0,0,0,0,0,0,0,0,0,0,0
Mug1,0,0,0,0,0,0,0,0,0,0,0,0
Gm44173,0,0,0,0,0,0,0,0,0,0,0,0
Mug4-ps,0,0,0,0,0,0,0,0,0,0,0,0
Mug2,0,0,1,1,0,0,0,0,0,0,0,6
Gm44184,0,0,0,0,0,0,0,0,0,0,0,0
Gm10319,0,0,0,0,0,0,0,0,0,0,0,0
Mug-ps1,0,0,0,0,0,0,0,0,0,0,0,0
Gm27703,0,0,0,0,0,0,0,0,0,0,0,0
Klrg1,0,0,0,0,0,0,0,0,0,0,0,0
Gm6637,0,0,0,0,0,0,0,0,0,0,0,0
Gm27826,1,0,0,3,0,1,0,0,0,1,0,4
Gm44227,0,0,0,0,0,0,0,0,0,0,0,0
M6pr,8729,12887,14968,15774,8816,14497,15083,13821,16050,8727,10313,14359
Phc1,186,260,77,165,198,126,110,117,217,199,338,324
1700063H04Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm19254,0,0,0,0,0,0,0,0,0,0,0,0
Rimklb,0,0,0,0,0,0,0,0,0,0,0,0
Gm8430,0,0,0,0,0,0,0,0,0,0,0,0
Mfap5,0,0,0,0,0,0,0,0,0,0,0,0
Aicda,7,3,3,9,9,15,9,10,3,3,25,6
Gm16556,22,24,13,12,12,11,21,9,7,18,0,25
Gm16557,0,0,0,0,0,0,0,0,0,0,0,0
Gm8459,15,18,14,6,23,26,21,10,24,13,0,19
Apobec1,17400,4364,4274,4770,17631,5365,5142,4086,4662,13922,16830,4408
Gdf3,130,12,15,42,118,27,18,23,26,86,120,28
Gm26168,0,0,0,0,0,0,0,0,0,0,0,0
Dppa3,0,0,0,0,1,0,4,0,0,2,0,0
Gm10420,0,0,0,2,1,0,2,0,0,4,1,0
Gm10224,0,1,0,1,5,2,1,2,0,1,2,1
Nanog,0,0,0,0,0,8,5,0,14,0,0,0
Slc2a3,434,226,243,135,293,177,160,183,141,195,408,239
Gm4482,0,0,0,1,0,0,0,0,0,0,0,0
Gm5112,9,29,9,18,23,19,10,20,4,15,11,17
Gm26826,0,0,3,0,3,0,0,5,0,6,5,0
Foxj2,1160,949,754,965,1084,901,940,666,603,1421,1342,926
Mir7231,0,0,0,0,0,0,0,0,0,0,0,0
C3ar1,19615,9873,9652,11375,17592,12715,13840,10454,12926,10887,11794,11819
Necap1,2054,1606,2003,1846,1952,1940,1793,1496,1675,1440,1520,1796
Gm5316,1,0,2,0,0,0,0,0,0,0,0,0
Clec4a1,5859,14091,17364,17730,6084,14658,15782,13392,15926,6518,7000,17455
Clec4a3,1134,2801,3467,3286,1099,2061,1849,1687,2055,1399,1493,3180
Clec4a4,10,26,26,16,9,3,6,7,23,18,0,22
Clec4b1,6,31,25,32,27,19,21,9,7,34,43,63
Clec4a2,3536,10825,8675,9332,3809,8885,8943,6284,7298,4431,5159,11495
Gm44132,0,0,0,0,0,0,0,0,0,0,0,0
Gm44147,0,0,0,0,0,0,0,0,0,0,0,0
Clec4b2,4,7,4,5,1,3,0,0,5,9,0,3
Gm22946,0,0,0,0,0,0,0,0,0,0,0,0
Gm5883,0,0,0,1,0,0,0,0,0,0,1,1
Clec4n,1319,6286,7689,8615,1348,8655,9304,9493,10841,3230,3293,7373
Clec4d,14725,21811,30074,31441,15794,25373,28642,29605,32233,22121,21056,24468
Clec4e,4932,45529,59905,62411,4897,40109,40179,48912,57438,7979,8038,49731
Vmn2r19,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r20,1,1,2,1,0,12,2,0,6,3,9,1
Gm22833,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r-ps31,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r21,0,0,0,0,0,0,0,0,0,0,0,0
Gm25891,0,0,0,0,0,0,0,0,0,0,0,0
Gm22722,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r-ps32,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r22,0,0,0,0,0,0,0,0,2,0,0,0
Gm25065,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r23,2,3,3,12,3,9,3,9,7,11,0,2
Gm22724,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r24,84,55,37,35,43,54,26,51,40,98,127,52
Gm23079,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r25,1,0,3,0,0,0,0,0,0,0,0,0
Gm5317,0,0,0,0,0,0,0,0,0,0,0,0
Gm44823,0,0,0,0,0,0,0,0,0,0,0,0
A330044P14Rik,4,20,9,6,4,10,5,12,5,9,12,3
Gm22763,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r26,0,8,9,16,0,31,5,13,18,8,0,3
Gm24843,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r-ps33,0,0,0,0,0,0,0,0,0,0,0,0
Gm22916,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r-ps34,0,0,0,0,0,0,0,0,0,0,0,0
Gm23554,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r-ps34,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r27,3,5,5,14,2,7,6,5,3,2,0,0
Gm6423,0,0,0,0,0,0,0,0,0,0,0,0
Gm43971,0,0,0,0,0,0,0,0,0,0,0,0
Gm6308,0,0,0,0,0,0,0,0,0,0,0,0
Gm25311,0,0,0,0,0,0,0,0,0,0,0,0
Cd163,167,148,193,202,128,304,237,130,117,240,215,143
1700013D24Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700027F06Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm44006,0,0,0,0,0,0,0,0,0,0,0,0
Gm44007,8,5,6,9,12,6,10,3,6,11,2,3
Pex5,1379,1527,1539,1576,1582,1559,1544,1179,1365,2357,2518,1522
Clstn3,5,14,18,11,0,3,12,4,9,8,0,22
Gm44096,0,0,0,0,0,0,0,2,0,0,9,0
C1rl,109,510,465,563,123,351,462,318,431,259,247,543
C1ra,287,465,464,488,252,431,386,308,374,411,489,479
C1s1,16,152,242,274,7,89,100,74,62,69,30,174
Gm16567,5,0,0,0,0,0,7,0,0,0,7,0
Gm18840,0,2,0,0,0,5,0,0,0,0,0,0
C1rb,0,0,0,0,0,6,0,8,0,0,0,0
C1s2,3,11,14,19,13,7,19,12,13,20,9,13
Lpcat3,1553,1524,1422,1599,1458,1714,1805,1207,1358,1372,1466,1627
Emg1,1803,1754,1962,2009,1963,2109,2177,1789,1909,1715,1430,1789
Phb2,4066,4129,4612,4523,4351,4602,5355,4129,4462,3609,3522,4717
Gm23547,0,0,0,0,0,2,0,1,1,0,0,0
Gm15884,8,1,0,0,3,2,3,1,5,2,8,0
Gm29008,3,0,0,0,0,0,0,0,0,0,0,0
Mir141,0,0,0,0,0,0,0,0,0,0,0,0
Mir200c,0,0,0,0,0,0,0,0,0,0,0,0
Ptpn6,11684,17284,16187,17524,12122,16016,17462,11843,13371,11499,14287,19920
Gm20531,7,1,2,4,3,2,2,3,0,1,2,6
Grcc10,1542,2218,1722,1905,1664,1726,1633,1107,1484,1828,1390,2469
Gm45234,0,0,0,0,9,0,0,0,0,0,0,0
Rnu7,0,0,0,0,0,0,0,0,0,0,0,0
Atn1,1835,1612,1436,1420,1935,2229,2370,1387,1471,1767,1714,1826
Eno2,65,105,126,74,66,88,121,48,52,39,98,84
Lrrc23,0,0,0,0,0,0,0,0,0,0,0,0
Spsb2,950,674,611,758,931,598,605,426,440,901,1300,793
Tpi1,19609,22730,34859,36069,20117,26034,27257,27944,31582,11866,12562,25212
Usp5,4627,3861,5129,4931,4419,4657,4796,3981,4426,4436,5702,4305
Cdca3,3454,371,591,553,3365,688,636,531,476,2043,2907,468
Gnb3,0,0,0,0,0,0,0,0,1,1,14,18
P3h3,122,160,229,210,129,208,214,135,218,241,266,175
Gpr162,195,95,215,230,189,58,45,81,146,446,401,73
Cd4,26,4,13,14,64,10,4,4,5,69,90,12
Lag3,9,0,0,1,9,1,0,4,0,5,0,9
Ptms,9017,4481,7120,8037,9501,4754,5221,4032,4163,14225,17255,5768
A230083G16Rik,2,9,4,4,11,2,5,1,9,2,9,3
Mlf2,4846,4689,5489,5821,5158,5020,5695,4462,4983,5330,4796,5451
Gm32536,0,0,0,0,0,0,0,0,0,0,0,0
Cops7a,1157,1158,1272,1232,1283,1079,1337,914,1185,1492,1442,1133
Gm23851,0,0,0,0,0,0,0,0,0,0,0,0
Pianp,16,2,1,0,41,10,3,1,6,7,6,4
Zfp384,2077,2029,2062,1931,2107,2323,2122,1449,1902,2534,2406,1834
4930557K07Rik,3,7,1,2,0,19,2,0,4,13,21,1
Ing4,1234,874,829,879,1386,804,722,547,576,1738,1881,1012
Gm44597,50,99,99,44,73,75,117,63,17,149,237,83
Acrbp,55,40,38,52,64,47,43,32,29,97,161,45
Lpar5,298,241,194,201,226,229,169,131,216,373,341,186
2010008C14Rik,69,25,45,82,47,16,58,33,21,82,68,71
Chd4,6585,5576,5622,6094,5936,5911,5972,4662,5387,6400,8024,5577
Mir7045,0,0,0,0,0,0,0,0,0,0,0,0
Gm23751,0,0,0,0,0,0,0,0,0,0,0,0
Nop2,1483,1541,1680,1567,1585,2098,2086,1731,1838,1248,1375,1570
Iffo1,630,737,648,576,809,679,586,451,412,1055,1539,668
Gapdh,81379,95456,128353,134428,83547,109399,122832,101668,115714,63901,50829,113930
Ncapd2,4987,793,1394,1227,4704,1539,1701,912,1121,3576,5304,938
Scarna10,0,0,0,0,1,0,0,0,0,0,0,0
Gm28967,0,0,0,0,0,0,0,0,0,0,0,0
Mrpl51,1589,1067,1263,1467,1833,1297,1272,1276,1357,1581,1390,1254
Mir3098,0,0,0,0,0,0,0,0,0,0,0,0
Gm44487,0,0,0,0,0,0,0,0,0,0,0,0
Vamp1,270,242,196,245,331,222,288,202,167,471,455,217
Tapbpl,596,363,319,317,545,353,383,292,399,447,500,401
Cd27,0,3,0,0,0,11,1,1,1,2,1,1
Mir8113,0,0,0,0,0,0,0,0,0,0,0,0
Gm44259,0,0,0,0,0,0,4,0,0,0,0,0
Gm24175,0,0,0,0,0,0,0,0,0,0,0,0
4930417O13Rik,1,0,0,0,0,0,0,0,0,0,0,0
Tuba3a,0,0,0,0,0,0,0,0,0,0,0,0
Ltbr,2018,2941,2702,2796,1947,2547,3147,2643,2373,2447,3086,2309
Scnn1a,46,23,12,21,27,21,14,21,55,15,52,15
Tnfrsf1a,6033,5031,5673,6082,5954,5831,6437,5109,5704,6466,6791,5695
Plekhg6,19,11,16,20,2,18,23,18,15,20,7,5
Cd9,7739,2556,2622,2810,8205,3930,4242,3190,3890,6248,6145,3009
Gm28809,17,35,23,50,26,29,20,15,11,12,2,54
Gm26728,0,0,0,0,1,1,0,0,0,2,0,0
Vwf,877,198,413,559,1155,581,877,228,392,1619,1148,896
Ano2,0,0,0,0,0,0,1,0,0,0,0,0
Gm16303,0,0,0,0,0,0,0,0,0,0,0,0
Gm24947,0,0,0,0,0,0,0,0,0,0,0,0
Ntf3,0,0,0,0,0,0,0,0,0,0,0,0
Gm10415,0,0,0,0,0,0,0,0,0,0,0,0
Gm29009,0,0,0,0,0,0,0,0,0,0,0,0
Gm44431,0,0,0,0,0,0,0,0,0,0,0,0
Kcna5,0,0,0,0,0,0,0,0,0,0,0,0
Gm45869,0,0,0,0,0,0,0,0,0,0,0,0
Gm33320,0,0,0,0,0,0,0,0,0,0,0,0
Kcna1,0,0,0,0,1,0,0,0,0,0,0,0
Kcna6,0,0,0,0,0,0,0,0,0,0,0,0
Gm26673,0,0,0,0,0,0,0,0,0,0,0,0
Ndufa9,2447,2038,2224,2446,2538,2365,2632,2112,2397,2247,2430,2396
1700018A23Rik,0,0,0,0,0,0,0,0,0,0,0,0
Akap3,48,44,48,66,44,50,82,58,59,40,68,54
Dyrk4,0,0,0,0,0,0,1,0,0,2,0,0
Rad51ap1,1208,233,363,464,1085,599,562,355,495,696,1027,256
Gm17808,0,0,0,0,0,0,3,2,0,0,0,0
D6Wsu163e,1027,1088,782,1144,1390,931,1314,775,891,1336,1367,1311
Gm43125,0,3,0,0,0,0,0,0,0,0,0,0
Gm43124,0,0,0,0,0,0,0,0,0,0,0,0
Fgf6,0,0,0,0,0,0,0,0,0,0,0,0
Fgf23,0,0,0,0,0,0,0,0,0,0,0,0
Tigar,577,690,573,634,512,868,873,678,703,495,438,756
Platr31,0,0,0,0,0,0,5,0,2,0,0,0
Gm43126,0,0,0,0,0,0,0,0,0,0,0,0
Ccnd2,148,55,46,45,156,114,84,54,51,103,503,69
9330179D12Rik,2,0,0,0,3,0,0,0,0,2,0,4
Gm18995,0,0,0,0,0,0,0,0,0,0,0,0
Tpi-rs11,0,0,0,0,0,0,0,0,0,0,0,0
Gm4968,0,0,0,1,0,0,2,0,0,0,0,0
Gm43635,0,0,0,0,0,0,0,0,0,0,0,0
Gm7308,0,0,1,1,1,0,0,1,0,2,1,1
Gm38404,0,0,0,0,0,0,0,0,0,0,0,0
Gm43636,0,0,0,0,0,0,0,0,0,0,0,0
Gm42458,0,0,0,0,0,0,0,0,0,0,0,0
Gm43631,0,0,0,0,0,0,0,0,0,0,0,0
Gm34091,0,0,0,0,0,0,0,0,0,0,0,0
Parp11,670,365,374,330,564,519,456,344,423,424,699,503
Gm43633,8,4,5,0,5,2,10,0,4,5,2,3
Cracr2a,135,136,109,158,131,189,210,123,156,121,266,145
Gm43634,0,0,0,5,5,0,0,0,0,0,0,0
Prmt8,0,0,0,0,0,0,0,0,0,0,0,0
Gm42739,0,0,0,0,0,0,0,0,0,0,0,0
Gm42738,0,0,0,0,0,0,0,0,0,0,0,0
Gm42741,0,0,0,0,0,0,0,0,0,0,0,0
4921513H07Rik,0,0,0,0,0,0,0,0,0,0,0,0
Mir7233,0,0,0,0,0,0,0,0,0,0,0,0
Gm42811,0,0,0,0,0,0,0,0,0,0,0,0
Gm23098,0,0,0,0,0,0,0,0,0,0,0,0
Gm38901,0,0,0,0,0,0,0,0,0,0,0,0
Tspan11,0,0,0,0,4,4,1,1,0,0,0,0
Gm15870,0,0,0,0,0,0,0,0,0,0,0,0
Tspan9,18,68,7,34,23,12,13,15,20,13,31,186
Gm26338,0,0,0,0,0,0,0,0,0,0,0,0
Gm44056,0,0,0,0,0,0,0,0,0,0,0,0
9330102E08Rik,0,0,13,18,2,8,0,0,5,0,0,8
Gm18609,0,5,3,4,2,0,0,0,3,1,0,0
Gm10010,2,4,0,2,0,0,0,0,0,0,0,0
Gm4691,9,6,15,8,7,19,4,11,13,5,5,10
Gm19065,0,0,2,0,0,0,0,0,0,0,0,10
Gm8703,0,0,0,0,0,0,0,0,0,0,0,0
Tead4,2,4,0,0,2,7,2,2,0,0,0,3
Gm21893,0,0,0,0,0,0,0,0,0,0,0,0
Rpl18-ps2,0,0,1,0,0,0,1,0,0,1,0,0
Tulp3,271,396,451,634,294,487,489,431,420,305,318,437
Gm44190,0,0,0,0,1,4,0,4,0,0,4,0
Gm26770,21,8,25,19,25,7,10,19,20,15,40,11
Rhno1,640,444,485,404,694,432,659,300,342,624,799,467
Gm44371,0,4,0,0,0,0,0,0,0,0,0,0
Foxm1,3130,590,643,715,2663,834,846,565,580,2372,3085,668
Tex52,0,0,0,0,0,0,0,0,0,0,0,1
Gm44596,0,0,0,0,0,0,0,0,0,0,0,0
Gm43965,10,3,8,8,10,9,9,4,4,18,37,3
Gm15862,0,0,0,0,4,0,0,0,0,0,0,0
Nrip2,11,0,5,13,10,12,7,4,12,5,27,20
Itfg2,217,251,239,293,360,345,452,186,307,286,206,218
Fkbp4,2137,1780,1758,2053,2020,2194,2769,1596,1896,1376,1679,2012
Gm10069,11,4,7,3,14,19,40,16,9,14,23,9
Gm18009,1,13,0,9,0,3,8,1,3,4,0,0
Gm8719,0,0,0,0,0,0,0,0,0,0,1,0
Pzp,0,1,0,0,0,0,0,0,0,0,0,0
Gm5318,0,0,0,0,0,0,0,0,0,0,0,0
Gm8724,0,0,0,1,2,0,0,0,0,1,0,0
A2ml1,0,0,0,0,0,0,0,0,0,0,0,0
Gm44009,0,0,0,0,0,0,0,0,0,0,0,0
Klrb1a,0,0,0,0,0,0,0,0,0,0,0,0
Gm44478,0,0,0,0,0,0,0,0,0,0,0,0
Gm5884,0,0,0,0,0,0,0,0,0,0,0,0
Gm44420,0,0,0,0,0,0,0,0,0,0,0,0
Clec2j,0,0,0,0,0,0,0,0,0,0,0,0
Gm44216,0,0,0,0,0,0,0,0,0,0,0,0
Clec2h,0,0,0,0,0,0,0,0,0,0,0,0
Gm44215,211,467,556,703,220,460,439,367,390,289,303,538
Klrb1,0,0,0,0,0,0,0,0,0,0,0,0
Gm43907,0,0,0,0,0,0,0,0,0,0,0,0
Klrb1c,1,6,5,1,1,0,0,0,1,0,0,0
Gm44511,0,0,0,0,0,0,0,0,0,0,0,0
Klrb1b,0,0,0,0,0,0,0,0,0,0,0,0
Gm44066,2,0,1,10,1,0,0,0,0,0,0,3
Gm26656,0,0,0,0,0,0,0,0,0,0,0,0
Gm44067,0,0,0,0,0,0,0,0,0,0,0,0
BC035044,4,65,55,21,8,40,18,27,20,12,0,63
Gm44078,189,72,117,107,190,94,108,69,101,275,380,72
Gm8774,0,0,0,0,0,0,0,0,0,0,0,0
Clec2i,279,158,142,143,323,208,192,96,113,235,326,114
Gm44223,0,0,0,0,0,0,0,0,0,0,0,0
Gm27336,0,0,0,0,0,0,0,0,0,0,0,0
Clec2g,0,3,0,0,0,3,0,0,3,0,0,0
Gm15987,4,232,227,230,5,176,191,181,184,7,28,244
Mir7649,0,0,0,0,0,0,0,0,0,0,0,0
Gm8778,0,0,0,0,0,0,0,0,0,0,0,0
BC064078,73,158,206,221,89,136,148,104,142,107,75,218
Clec2f,0,0,2,0,2,1,0,0,0,0,0,0
Gm16186,0,0,0,0,0,0,0,0,0,0,0,0
Klrb1f,1,0,0,0,4,3,0,3,0,0,0,0
Gm43992,0,0,0,0,0,0,0,0,0,0,0,0
Gm44000,0,0,0,4,0,0,2,0,0,0,0,0
Clec2e,0,0,0,0,0,0,0,0,0,0,0,2
Klrb1-ps1,0,0,0,0,0,0,0,0,0,0,0,0
Gm26160,0,0,0,0,0,0,0,0,0,0,0,0
Clec2d,618,453,689,715,719,756,815,870,1025,612,353,570
Gm27514,0,0,0,0,0,0,0,0,0,0,0,0
2310001H17Rik,152,201,261,81,141,246,132,137,141,144,56,114
Gm47861,0,0,0,0,0,2,0,5,1,0,0,0
Cd69,59,166,86,90,71,125,151,126,155,49,111,107
4922502D21Rik,0,0,0,0,0,0,0,0,0,0,0,0
Clec12a,8834,7483,8126,8212,8981,8076,8633,6237,7333,5755,6799,8844
Clec12b,0,0,0,0,1,0,0,0,0,0,0,1
Clec1b,13,1,8,10,0,1,2,9,8,0,0,0
Clec9a,0,8,0,0,1,0,0,0,0,0,0,0
Gm43914,0,0,0,0,0,0,0,0,0,0,0,0
Clec1a,1,0,0,0,0,0,0,0,0,1,0,0
Clec7a,258,116,332,350,301,209,275,372,352,225,305,153
Olr1,2,28,53,53,26,37,41,52,59,5,26,11
Tmem52b,0,0,0,0,0,0,0,0,0,0,0,0
Gm44120,1,2,0,0,1,0,2,3,0,0,0,8
1700101I11Rik,0,3,9,2,0,4,2,0,6,13,0,5
Gabarapl1,1449,2291,2550,2660,1577,2420,2421,1919,2194,2389,2755,2760
Gm44243,0,0,3,0,0,3,0,7,3,3,0,0
Gm44251,0,0,0,0,0,0,0,0,0,0,0,0
Klre1,0,0,0,0,0,0,0,0,0,0,0,0
Klrd1,0,0,0,0,0,0,0,0,0,0,0,0
Klrk1,0,0,0,0,0,0,7,0,0,1,0,0
Klrc3,0,0,0,0,0,0,0,0,0,0,0,0
Klrc2,0,0,0,0,0,0,0,0,0,0,0,0
Klrc1,0,0,0,0,0,0,0,0,0,0,0,0
Gm7309,0,0,0,0,0,0,0,0,0,0,0,0
Mir680-1,0,0,0,0,0,0,0,0,0,0,0,0
Gm44135,0,0,0,0,0,0,0,0,0,0,0,0
Klri1,0,0,0,0,0,0,0,0,0,0,0,0
Klri2,0,0,0,0,0,0,0,0,3,0,0,0
Gm156,0,0,0,0,0,0,0,0,0,0,0,0
Gm16242,0,0,0,0,0,0,0,0,0,0,0,0
Klra17,14,1,5,0,13,3,4,0,3,23,22,1
Gm44248,0,0,0,0,0,0,0,0,0,0,0,0
Gm17631,0,0,0,0,0,0,0,0,0,0,0,0
Gm23977,0,0,0,0,0,0,0,0,0,0,0,0
Klra5,0,0,0,0,0,0,0,0,0,0,0,0
Gm15854,0,0,0,0,0,0,0,0,0,0,0,0
Gm22555,0,0,0,0,0,0,0,0,0,0,0,0
Klra6,0,0,0,0,0,0,0,0,0,0,0,0
Klra4,3,6,0,0,7,0,1,0,0,7,6,3
Gm24676,0,0,0,0,0,0,0,0,0,0,0,0
Klra11-ps,0,0,0,0,0,0,0,0,0,0,0,0
Gm43988,0,0,0,0,0,0,0,0,0,0,0,0
Gm22621,0,0,0,0,0,0,0,0,0,0,0,0
Klra8,0,0,0,0,0,0,0,0,0,0,0,0
Gm24712,0,0,0,0,0,0,0,0,0,0,0,0
Klra14-ps,0,0,0,0,0,0,0,0,0,0,0,0
Gm23552,0,0,0,0,0,0,0,0,0,0,0,0
Klra9,0,0,0,0,0,0,0,0,0,0,0,0
Klra7,0,0,0,0,0,0,0,0,0,0,0,0
Klra10,0,0,0,0,0,0,0,0,0,0,0,0
Klra13-ps,0,0,0,0,0,0,0,0,0,0,0,0
Gm24072,0,0,0,0,0,0,0,0,0,0,0,0
Klra3,2,0,0,2,6,0,0,2,0,8,0,0
Klra1,7,0,0,0,11,0,0,0,4,22,41,0
Gm6584,0,0,0,0,0,0,0,0,0,0,0,0
Gm15861,0,0,0,0,0,0,0,0,0,0,0,0
Gm6590,0,0,0,0,0,0,0,0,0,0,0,0
Gm38706,0,0,0,0,0,0,0,0,0,0,0,0
Gm27013,0,0,0,0,0,0,0,0,0,0,0,0
Gm44526,0,0,0,0,0,0,0,0,0,0,0,0
Gm8816,0,0,0,0,0,0,0,0,0,0,0,0
Gm26996,0,0,0,0,0,0,0,0,0,0,0,0
Gm26914,0,0,0,0,0,0,0,0,0,0,0,0
Gm27047,0,0,0,0,0,0,0,0,0,0,0,0
Gm27013,0,0,0,0,0,0,0,0,0,0,0,0
Gm20997,0,0,0,0,0,0,0,0,0,0,0,0
Gm44527,0,0,0,0,0,0,0,0,0,0,0,0
Gm18423,0,0,0,0,0,0,0,0,0,0,0,0
Gm44525,0,5,0,0,0,0,0,0,0,0,0,0
Gm44118,0,0,0,0,0,0,0,0,0,0,0,0
Gm21940,0,0,0,0,0,0,0,0,0,0,0,0
Gm33962,0,0,0,0,1,0,0,0,0,0,0,0
Gm44128,0,0,0,0,0,0,0,0,0,0,0,0
Gm44988,0,0,0,0,0,0,0,0,0,0,0,0
Gm44828,0,0,0,0,0,0,0,0,0,0,0,0
Gm44989,0,0,0,0,0,0,0,0,0,0,0,0
Gm44133,0,0,0,0,0,0,0,0,0,0,0,0
Gm44134,0,0,0,0,0,0,0,0,0,0,0,0
Gm44149,0,0,0,0,0,0,0,0,0,0,0,0
Gm44150,0,0,0,0,0,0,0,0,0,0,0,0
Gm8837,0,0,0,0,0,0,0,0,0,0,0,0
Gm5581,1,4,1,0,0,0,3,0,2,0,3,4
Klra2,445,1555,1412,1403,426,2025,1871,1154,1324,534,730,1828
Gm5582,0,0,0,0,0,0,0,0,0,0,0,0
Gm44182,0,0,0,0,0,0,0,0,0,0,0,0
Magohb,180,247,248,253,196,277,325,271,304,144,226,260
Gm44958,0,0,10,0,0,0,0,0,0,0,0,2
Styk1,10,11,46,13,0,115,103,45,31,5,36,48
Ybx3,4216,4646,4916,5227,4194,6975,7825,5305,6219,2515,2958,5632
Gm22362,0,0,0,0,0,0,3,0,3,0,0,0
Gm18688,0,0,0,0,0,0,0,0,0,0,0,0
Gm6619,0,0,0,0,0,0,0,0,0,0,0,0
5430401F13Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm22190,0,0,0,0,0,0,0,0,0,0,0,0
Gm16571,0,0,0,0,0,0,0,0,0,0,0,0
Hmgb1l,0,0,0,0,0,0,0,0,0,0,0,0
Gm43943,0,0,0,0,0,0,0,0,0,0,0,0
Tas2r130,0,0,0,0,0,0,0,0,0,0,0,0
Tas2r107,0,0,0,0,0,0,0,0,0,0,0,0
Tas2r106,0,0,0,0,0,0,0,0,0,0,0,0
